Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date
Coffee_n_Kitties,@JanetKangethe5,,,,1,32,https://x.com/JanetKangethe5/status/1811426865078223320,https://x.com/JanetKangethe5,@KenyaPower_Care The last sceduled mantainance seemingly sorted Garden Estate constant blackouts. But it looks like we are back at it again. Blackout Garden Estate next to Oak place just like yesterday.,11-Jul
Forex,@ForexJess49476,,1,1,1,481,https://x.com/ForexJess49476/status/1811414239233671449,https://x.com/ForexJess49476,"The Ol'kalou emergency dept has been called for Gachwe -kahuho 1 week blackout they said they can't take action coz only one person has called to complain.
Most of the people there are elderly mind you.
ACTION !!!!!",11-Jul
Elvis Cuddlesome,@ElvisCudd,,,,,33,https://x.com/ElvisCudd/status/1811391301700522229,https://x.com/ElvisCudd,Hae I sent you guys a message like two weeks ago..you came and picked transformer 3 weeks ago and never returned ..we have been in blackout ever since whats the problem 3 weeks no electricity at huruma Daniel komboni road area total blackout..please come fix the situation,11-Jul
Sidi,@sidi_karen,,,,4,35,https://x.com/sidi_karen/status/1811372935656935699,https://x.com/sidi_karen,"@KenyaPower_Care Kindly restore electricity to our area Near Juwaba Social Hall, Kilifi county. I've checked the blackout maintenance notice and our area isn't included. Meter no 54500185449.",11-Jul
rixman_,@_rixman_,,,,,16,https://x.com/_rixman_/status/1811343929851138290,https://x.com/_rixman_,@KenyaPower_Care There's a blackout in my area Acc: 14351843729; kindly address the issue,11-Jul
Amos Mbaluka,@Amoluk69276,,,,,2,https://x.com/Amoluk69276/status/1811322717850759264,https://x.com/Amoluk69276,Any issues with electricity in tuffoam sabaki  area coz from yesterday 8pm up to know we are in blackout.,11-Jul
Victoria Jura,@Mikaljuvi,,,,1,37,https://x.com/Mikaljuvi/status/1811319170790826035,https://x.com/Mikaljuvi,"The day before yesterday we were in the dark till 7pm. I see the general Karen area is not in this list yet once again, blackout. What is happening?? Meter no. 40195208",11-Jul
ledama,@tonymwangi,,,,2,30,https://x.com/tonymwangi/status/1811303397909320162,https://x.com/tonymwangi,@KenyaPower_Care There's a power blackout in juja shalom estate  account number is 2242609-01,11-Jul
renjiSAN,@renjiSAN,,,2,,35,https://x.com/renjiSAN/status/1811302965623300347,https://x.com/renjiSAN,"@KenyaPower_Care I'm hoping you are undertaking a quick fix on the power lines since they have been misbehaving since Jana, I don't see my area in your scheduled blackout list.
Komarock area, phase 2.",11-Jul
Dkam Architects,@d25c77a21d5a430,,,,1,13,https://x.com/d25c77a21d5a430/status/1811301582077616598,https://x.com/d25c77a21d5a430,@KenyaPower_Care In Zambezi there is no need to schedule a blackout for maintenance because almost everyday there is no Power and we have to give handouts to your guys to get it back. One day the monopoly will end.,11-Jul
Cornellius Ngondo,@cngondo,,,,,22,https://x.com/cngondo/status/1811301469045334262,https://x.com/cngondo,"@KenyaPower_Care Power blackout in Komarocks Area Lower Sector 3A again! Kwani ni mchezo mnatufanyia ama? This is so frustrating! Juzi over 20hrs leo tena...businesses are stalling.

Send a correspondent to fix this issue once and for all.",11-Jul
Cornellius Ngondo,@cngondo,,,,,22,https://x.com/cngondo/status/1811301469045334262,https://x.com/cngondo,"@KenyaPower_Care Power blackout in Komarocks Area Lower Sector 3A again! Kwani ni mchezo mnatufanyia ama? This is so frustrating! Juzi over 20hrs leo tena...businesses are stalling.

Send a correspondent to fix this issue once and for all.",11-Jul
rixman_,@_rixman_,,,,,19,https://x.com/_rixman_/status/1811287710604091588,https://x.com/_rixman_,"@KenyaPower_Care There's frequent blackouts in my area, another one even caused a power surge yesterday. And even now we're on a blackout. 
Acc: 14251843729. Please address the issue",11-Jul
Theodor,@Theodor1983955,,,,,9,https://x.com/Theodor1983955/status/1811286006802301401,https://x.com/Theodor1983955,"@KenyaPower_Care Hi, the power has been going on and off in Dandora, canaan B estate, since Monday after a blackout. Please resolve this issue.",11-Jul
Linus Maina,@maina_linu35857,,,1,5,6.5K,https://x.com/maina_linu35857/status/1811275365844668752,https://x.com/maina_linu35857,"we had a blackout at Shiranga, Njiru Ward when power came back all our tokens were reset to Zero and you cant load new tokens, some people are saying it's an Earthwire issue, it has been 3 days of darkness, Please resolve this issue asap.",11-Jul
Ben Nyalwidhe,@nyalwidhe_ben,,,,1,195,https://x.com/nyalwidhe_ben/status/1811263003637014809,https://x.com/nyalwidhe_ben,"@KenyaPower_Care 
Power blackout, Obama Estate meter number 37221633177 next to Prestige Hospital.",11-Jul
Havillah,@MasakaJattoh,,,,,19,https://x.com/MasakaJattoh/status/1811088195293171931,https://x.com/MasakaJattoh,"@KenyaPower_Care @KenyaPower there is blackout in Ruiru, Mt. Kenya area in wataalam since yesterday night. Is anyone coming to our rescue?",10-Jul
James Otieno Ochieng'.,@otieno_james254,,,,,117,https://x.com/otieno_james254/status/1811085911133933613,https://x.com/otieno_james254,"Why is it that everyday we must have a blackout in Zimmerman area? This is now beyond a coincidence, it's now a norm.",10-Jul
wamwau,@wamwau12824,,,,,2,https://x.com/wamwau12824/status/1811074614438568082,https://x.com/wamwau12824,"@KenyaPower_Care Hello, please restore power for 14239808141
Blackout since yesterday",10-Jul
jacklinewangeci1@gma,@jacklinewangec5,,,,,24,https://x.com/jacklinewangec5/status/1811073434639643028,https://x.com/jacklinewangec5,Hey we've had blackout now for three days in Nakuru lanet area ...nothing has been done thou we've made countless calls,10-Jul
CLEOPHAS ODHIAMBO OMANYO. (ENG),@OmwamiCleophas,,,,1,17,https://x.com/OmwamiCleophas/status/1811054165432373488,https://x.com/OmwamiCleophas,"@KenyaPower_Care Please give us light, it's been 24 hours of total blackout here at Shirere Ward opposite Shirere Market, Kakamega Central sub county. A/c No. 22754628.",10-Jul
Wangui Nduati,@wangui_nduati,,,,3,30,https://x.com/wangui_nduati/status/1811051222268330341,https://x.com/wangui_nduati,@KenyaPower_Care we have a power blackout in greatwall 1 athi river.This is similar to yesterday's blackout in the evening.Please follow up on what the issue is,10-Jul
OPINION HAWKER,@DrivenBy_SPITE,,,,2,48,https://x.com/DrivenBy_SPITE/status/1811050623967621552,https://x.com/DrivenBy_SPITE,"@KenyaPower_Care 14420018377 everyday there is a blackout in this metre number. I have complained but you no longer answer customers, im frustrated!",10-Jul
Bngarih,@bngarih,,,,,4,https://x.com/bngarih/status/1810999412350410862,https://x.com/bngarih,We have power blackout since yesterday at Kamakis: Mitikenda area. My meter number is 26682292. We'll  highly appreciate your urgent resolution,10-Jul
Brian Mulongo,@Brian_Mass,,,,3,40,https://x.com/Brian_Mass/status/1810965550836613369,https://x.com/Brian_Mass,@KenyaPower_Care what's happening in kiminini area of trans nzoia county? Blackout since yesterday 1700hrs. Do we have a country! CS chirchir md siror and #RutoMustGo  all from one tribe are failing us,10-Jul
The KingMaker,@lawyerX254,,,,1,33,https://x.com/lawyerX254/status/1810965489239175644,https://x.com/lawyerX254,@KenyaPower_Care Experiencing a third blackout this week during working hours immensely affecting the business of many in thika majengo area. Kindly check dm and sort the issue. The economy is too high to lose even a shilling because of electricity we pay for painfully.,10-Jul
januszy,@januszy2,,,,1,279,https://x.com/januszy2/status/1810943330475254270,https://x.com/januszy2,"@KenyaPower_Care Hey 
I am experiencing a power blackout in Utawala 
My meter number is 14245762316
Kindly assist",10-Jul
L. osodo,@Diaanaprincess,,,,,31,https://x.com/Diaanaprincess/status/1810931728933957642,https://x.com/Diaanaprincess,Why is Rongai in blackout again for the second day na hatuko kwa list?tunakuanga collateral damage,10-Jul
januszy,@januszy2,,,,3,54,https://x.com/januszy2/status/1810927346209194212,https://x.com/januszy2,"@KenyaPower_Care Hey 
I am experiencing a power blackout in Utawala 
My meter number is 14245762316",10-Jul
julia maina,@julienalice,,,,,4,https://x.com/julienalice/status/1810923362874491264,https://x.com/julienalice,@KenyaPower_Care there no power for about two hours now at 14241094219 and we are not in the list of scheduled blackout... What's going on?,10-Jul
ADAM ABDILLAHI,@ABDALLAbinnADAM,,,,,13,https://x.com/ABDALLAbinnADAM/status/1810913443207082432,https://x.com/ABDALLAbinnADAM,Eastleigh Muratina street area is blackout since yesterday afternoon what’s wrong,10-Jul
Christopher Maero,@Chris_Maero,,,,1,28,https://x.com/Chris_Maero/status/1810912609371033777,https://x.com/Chris_Maero,"@KenyaPower_Care blackout for two consecutive days in Utawala, Mihango..kindly assist Meter number:14467936523",10-Jul
Christopher Maero,@Chris_Maero,,,,1,28,https://x.com/Chris_Maero/status/1810912609371033777,https://x.com/Chris_Maero,"@KenyaPower_Care blackout for two consecutive days in Utawala, Mihango..kindly assist Meter number:14467936523",10-Jul
Ms Qoi,@DeemurM,,,1,1,41,https://x.com/DeemurM/status/1810891538093711410,https://x.com/DeemurM,"@KenyaPower_Care your incompetent just like your government. Are you solving or maintaining problems??? It's the second time in a week Komarock is suffering from hours of blackout. Do we expect this every time it rains? 
#soberup #dilema #DoBetter",10-Jul
Michelle,@okahmichelle,,,,,48,https://x.com/okahmichelle/status/1810778196377522495,https://x.com/okahmichelle,What is happening in syokimau we are having a blackout it's annoying,9-Jul
Vaughn Vaughan,@VincentMbatia,,,,,102,https://x.com/VincentMbatia/status/1810735916379689069,https://x.com/VincentMbatia,"Our area has a recurrent phase failure. We've been in the dark since Thursday. Today they repaired at 3pm. 4 hours later, blackout again. Can't a permanent solution be found?
Metre number 14467193125",9-Jul
Jeff W Musumba,@MusumbaJeff,"https://pbs.twimg.com/media/GSEE0RqWEAAZ0lx?format=jpg&name=large, https://pbs.twimg.com/media/GSEE0RqWEAAZ0lx?format=jpg&name=large",,,,11,https://x.com/MusumbaJeff/status/1810733831072395500,https://x.com/MusumbaJeff,"@KenyaPower_Care , reference number as indicated whole estate blackout",9-Jul
newnyc,@newnyc,,,1,1,31,https://x.com/newnyc/status/1810733278187446359,https://x.com/newnyc,"@KenyaPower_Care @KenyaPower we are darkness in mwiki, was this area listed among the dark spots of Nairobi or it's where blackout experiment is carried out?
#OccupyKPLC 
#OccupyThikaRoad 
#OccupyThikaRoad",9-Jul
eric gichora,@GichoraEric,,,,1,169,https://x.com/GichoraEric/status/1810730857977569541,https://x.com/GichoraEric,Experiencing blackout everytime it rains. Kindly sort it up. 37182901605,9-Jul
pach,@mbithirones,,,,,25,https://x.com/mbithirones/status/1810730048103571491,https://x.com/mbithirones,"@KenyaPower_Care
Check on Kahawa sukari Baringo Road Power blackout. REF 11533042",9-Jul
kennedy hassah,@khassah24,,,,,67,https://x.com/khassah24/status/1810726698230460424,https://x.com/khassah24,are you a ware most parts of the country are total blackout right now what's happening,9-Jul
japheth.,@jombuya1,,,,,209,https://x.com/jombuya1/status/1810723550019371510,https://x.com/jombuya1,"@KenyaPower_Care , Here in Utawala, Airways around St. Patrick's Catholic church, we've been having cases of blackout almost daily. No consistent power Sui. Morning and evening there must be blackout. Even now. What's going on with you guys!!",9-Jul
Runinga ya streets,@Rembo_Sacco,,,1,,144,https://x.com/Rembo_Sacco/status/1810720485598199834,https://x.com/Rembo_Sacco,"Blackout at Mlolongo, react asap",9-Jul
maich sampler,@Mainawawanjiku,,,,,3,https://x.com/Mainawawanjiku/status/1810720372330827896,https://x.com/Mainawawanjiku,@KenyaPower_Care you are the epitome of dysfunction.mvua kidogo blackout.ama sisi watu wa kayole hatuna say?,9-Jul
antony mwangi,@antonym36997717,,,3,,214,https://x.com/antonym36997717/status/1810719657822695820,https://x.com/antonym36997717,Currently in a blackout at mwiki kasarani since 6 pm,9-Jul
Caroline Nduta Ndungu,@NdunguCaro30312,,,,3,41,https://x.com/NdunguCaro30312/status/1810706289208545394,https://x.com/NdunguCaro30312,@KenyaPower_Care reporting power outage the whole day upto now for mtr no. 54400732548 Gatanga. So inconveniencing that we get blackout everyday despite reporting to you.,9-Jul
Philbert Aganyo,@Paganyo,https://pbs.twimg.com/ext_tw_video_thumb/1810701011960340480/pu/img/cyXGnU-vmgcQyF3g.jpg,,1,,174,https://x.com/Paganyo/status/1810701197151756342,https://x.com/Paganyo,"@KenyaPower_Care 

Urgent Response Appeal at @crystalriversKE Mall, Estate and surrounding areas. 

A billboard banner is over your transmission cables and is causing . 

3 huge electric explosions so far and still counting. I recorded this 3rd one tht led to a blackout. 
#KPLC",9-Jul
Philbert Aganyo,@Paganyo,"https://pbs.twimg.com/ext_tw_video_thumb/1810701011960340480/pu/img/cyXGnU-vmgcQyF3g.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1810701011960340480/pu/img/cyXGnU-vmgcQyF3g.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1810701011960340480/pu/img/cyXGnU-vmgcQyF3g.jpg",,1,,174,https://x.com/Paganyo/status/1810701197151756342,https://x.com/Paganyo,"@KenyaPower_Care 

Urgent Response Appeal at @crystalriversKE Mall, Estate and surrounding areas. 

A billboard banner is over your transmission cables and is causing . 

3 huge electric explosions so far and still counting. I recorded this 3rd one tht led to a blackout. 
#KPLC",9-Jul
Namlola Juma,@J_Namlola,,,,,20,https://x.com/J_Namlola/status/1810701066863882294,https://x.com/J_Namlola,"@KenyaPower_Care Eastleigh, California was not part of the areas to be affected.  We have been in blackout since around 2pm.",9-Jul
S.m,@MurageSophia,,,,,30,https://x.com/MurageSophia/status/1810698782297972827,https://x.com/MurageSophia,@KenyaPower_Care what is the status on the blackout at Mivida homes,9-Jul
marita sherry,@princes64683609,,,,,32,https://x.com/princes64683609/status/1810696428190302326,https://x.com/princes64683609,"@KenyaPower_Care 
It's so annoying the whole day to have a blackout and you guys you fully understand most of Kenyans depebd on you guys..
Zimmerman area- tanners ya chini..
Ni low voltage tu...Can you guys assist us..",9-Jul
MY PIPO,@rocky_mahn,,,,,15,https://x.com/rocky_mahn/status/1810691567138590734,https://x.com/rocky_mahn,"@KenyaPower_Care kuresoi north side za mungetho tunawasalamia 

Total blackout",9-Jul
sheroew,@sheroew,,,,,6,https://x.com/sheroew/status/1810687593152921765,https://x.com/sheroew,Kindly do something @kenyapower Kikuyu. Experiencing blackout since yesterday 24hrs later nothing has been done and it's a habit every month  we have to go for days without power yet you don't cover for loses incurred. if you can't deliver give the job to someone who can,9-Jul
Jakom,@Steve00652824,,,1,2,147,https://x.com/Steve00652824/status/1810679241094144158,https://x.com/Steve00652824,"I can't update my meter because we have a blackout for a month now,yet we have KPLC office nearby,making endless promises.Location:malava CDF office area;watu wengine wanaconnectiwa stima usiku from other lines",9-Jul
Navnit Rajdev,@NavnitRajdev,,,,,5,https://x.com/NavnitRajdev/status/1810672706926375212,https://x.com/NavnitRajdev,"@KenyaPower_Care can someone advise us what the actual problem is and when we will get power instead of giving us 11520113 and 11526455 marked ""resolved"" when still we are in blackout???",9-Jul
KenCapt,@kenopiyo7,,,,3,126,https://x.com/kenopiyo7/status/1810645665581527250,https://x.com/kenopiyo7,Since Thursday we been in blackout you are indeed the worse service providers in Kenya.. Very incompetent,9-Jul
Chumbizzles,@Chumbizzles,,,,4,66,https://x.com/Chumbizzles/status/1810639661213294593,https://x.com/Chumbizzles,"@KenyaPower_Care blackout at account number 01450043433
Pls urgently assist",9-Jul
Jade Nthenya,@JadeMutunga,,,1,,16,https://x.com/JadeMutunga/status/1810638167151923587,https://x.com/JadeMutunga,"@KenyaPower_Care to the management of KPLC please with all due respect, the whole of kangundo area we are in blackout since yesterday from 4pm. We are surrounded by hospitals, schools and worst of all a morgue. How long will we continue like this. Please work on that ASAP.",9-Jul
Robert Romeo,@Roberto9omeo,,,1,4,91,https://x.com/Roberto9omeo/status/1810600959262789957,https://x.com/Roberto9omeo,"Hi, we still have no lights at Ruiru next to Rainbow resort since yesterday at 3pm. More than 12hrs in a blackout, what kind of tomfoolery is this ?",9-Jul
Dennis,@mathudennis1,,,,,16,https://x.com/mathudennis1/status/1810584034872791384,https://x.com/mathudennis1,From sunday so.e of us have been in blackout and we see no responce ika kiambu kamwangi,9-Jul
briankibet,@Kibe619,,,,1,30,https://x.com/Kibe619/status/1810580045804491246,https://x.com/Kibe619,"37165379001 please Kenya power fix for, tuko kwa blackout toka jana cant buy tokens",9-Jul
Moevents,@Moevents23,,,,,13,https://x.com/Moevents23/status/1810578375410372899,https://x.com/Moevents23,@KenyaPower_Care could please sort power outage around rainbow area ruiru .we've had blackout since yesterday  4pm till now.,9-Jul
#RutoMustGo,@Jsmwakio,,,1,,67,https://x.com/Jsmwakio/status/1810563035016126885,https://x.com/Jsmwakio,There is a blackout in ongata rongai mayor Road number 5,9-Jul
Jakom,@Steve00652824,,,1,2,1.1K,https://x.com/Steve00652824/status/1810561495924682959,https://x.com/Steve00652824,And why dont we have power in malava CDF area for one month now?Kenya power or Kenya blackout company?,9-Jul
ᴷᴵᴹᵁᵀᴬᴵ,@Its_Kimutaii,,,,,42,https://x.com/Its_Kimutaii/status/1810556763990544691,https://x.com/Its_Kimutaii,"@KenyaPower_Care  this is the second day here in rongai, maasai lodge we been in blackout, Kwani mnataka aje?",9-Jul
Naitalel Maina.,@Naitalel_maina,https://pbs.twimg.com/media/GSBgSoXXYAAPSyJ?format=jpg&name=large,,,,81,https://x.com/Naitalel_maina/status/1810552926235942969,https://x.com/Naitalel_maina,We have had blackouts everyday since sunday. Currently in a blackout. Kindly deal urgently.,9-Jul
The Sniper,@kelvin_ramah,,,,,63,https://x.com/kelvin_ramah/status/1810549799638249771,https://x.com/kelvin_ramah,"Buana, replying to DMs is where you draw the line.

Power blackout since 5pm jana. Red indicators on the meter yet it cant light even a bulb. 
Mtr no. 54405704518",9-Jul
DennohDennoh,@DennohDennoh15,,,1,,16,https://x.com/DennohDennoh15/status/1810538231395500520,https://x.com/DennohDennoh15,"@KenyaPower_Care hii stima bado haijaundwa, there is still a blackout, this is the third day",9-Jul
grace serah Nyambura,@graceserahNyam4,,,,1,332,https://x.com/graceserahNyam4/status/1810523819238404260,https://x.com/graceserahNyam4,Part of Turitu area in Kiambu has experienced a blackout since Sunday and this is the norm mostly. Kindly address the issue permanently. Meter No 22170798122,9-Jul
Harriet Cee,@HarrietwaJames,,,1,,132,https://x.com/HarrietwaJames/status/1810502121420210213,https://x.com/HarrietwaJames,"You do not need to give these notices since it's obvious that power has to go off even in areas that are not affected.  If it's not system failure, it's a blackout and vice versa.",9-Jul
Dee Njeri,@MDee_Njeri,,,,3,45,https://x.com/MDee_Njeri/status/1810411388201828854,https://x.com/MDee_Njeri,"@KenyaPower_Care  Hey blackout since 10pm, please look into it.Location:Tassia police post,mtr no 37151171115.",8-Jul
Carol Ndolo,@carol_85kenya,,,,,103,https://x.com/carol_85kenya/status/1810392731384168868,https://x.com/carol_85kenya,Did you anticipate this technical hitch as you directed customers to update their token meters? Otherwise this is headed to a nationwide imposed blackout!!,8-Jul
Ghost,@_Its_Ghost,,,,,5,https://x.com/_Its_Ghost/status/1810383761311195148,https://x.com/_Its_Ghost,@KenyaPower_Care token payment isn't working I'm in a blackout and they aren't receiving calls nor replying texts. What a disgrace,8-Jul
otieno evans,@EvansOduorO,,,,,20,https://x.com/EvansOduorO/status/1810381648464347521,https://x.com/EvansOduorO,"You guys fix things to last only for 2 day.... Should we just accept this as our fate that we must be having blackout at night..

Metre no 37168679092.",8-Jul
charles,@cngaiza,,,,,228,https://x.com/cngaiza/status/1810366558000046410,https://x.com/cngaiza,"Hello
What is wrong with Kplc Bungoma branch. O was there today and they had a blackout for more than am hour. Funny enough the system is always down and slow everytime.",8-Jul
sikendu tukumo,@KropL71510,,,,,66,https://x.com/KropL71510/status/1810363738928693459,https://x.com/KropL71510,What wrong with kenya power kapenguria is blackout without official public communication.,8-Jul
Charles Kamau,@petrusmuch,,,,,23,https://x.com/petrusmuch/status/1810362322088579413,https://x.com/petrusmuch,"@KenyaPower_Care, we have blackout in Kariobangi South which has started at 7.00PM. Kindly restore power.",8-Jul
Ken Joseph,@KenJose007,,,,,17,https://x.com/KenJose007/status/1810355085844615394,https://x.com/KenJose007,@KenyaPower_Care  why is there another blackout again?,8-Jul
Salad,@Obiero254,,,,,43,https://x.com/Obiero254/status/1810354749142634514,https://x.com/Obiero254,"Blackout in kariobangi south and its environ
What's up",8-Jul
leephilip,@leephilip697,,,,,6,https://x.com/leephilip697/status/1810351610633044157,https://x.com/leephilip697,Anywhere in kirinyaga I have been in blackout since yesterday evening.,8-Jul
Bornventure Shibia,@bornieshibia,,,1,3,556,https://x.com/bornieshibia/status/1810349051365425462,https://x.com/bornieshibia,@KenyaPower_Care Blackout again? It's not even been a week and the lights are out. This frustration is going to kill us I tell you. Am sorry to say this but you guys aren't dependable at all.,8-Jul
malachinakome,@malachinakome1,,,,,20,https://x.com/malachinakome1/status/1810346744389022178,https://x.com/malachinakome1,I want to report about power blackout in Kariobangi but please also find out why they are so common. Could the field team be cashing on allowances for restoration? Meter number 14104235123,8-Jul
malachinakome,@malachinakome1,,,,,20,https://x.com/malachinakome1/status/1810346694522941957,https://x.com/malachinakome1,@KenyaPower_Care @KenyaPowerI want to report about power blackout in Kariobangi but please also find out why they are so common. Could the field team be cashing on allowances for restoration? Meter number 14104235123,8-Jul
Ken Kariuki,@manikriss,,,,,37,https://x.com/manikriss/status/1810339214891827310,https://x.com/manikriss,"@KenyaPower_Care Power blackout at Ngong area, stage 46, 2nd Oloolua Close. A/c 26097739. Kindly check",8-Jul
Spütnik  𝕏,@spu_t_nik,,,,,85,https://x.com/spu_t_nik/status/1810323637628735534,https://x.com/spu_t_nik,Blackout gravity supermarket near olekasasi police station rongai kajiado please restore its been about 2weeks without power,8-Jul
Jackson Aba,@babanyambz,,,1,4,30,https://x.com/babanyambz/status/1810309300717244841,https://x.com/babanyambz,@KenyaPower_Care Hi.. we are having power blackout since yesterday 10pm until now. I made a  complain and was given the following reference 11519779 but nothing has been done.  Kindly assist.,8-Jul
Anna,@annawjames,,,1,1,20,https://x.com/annawjames/status/1810303204313211195,https://x.com/annawjames,@KenyaPower_Care 14105944202  reporting a blackout,8-Jul
malachinakome,@malachinakome1,,,,,20,https://x.com/malachinakome1/status/1810346694522941957,https://x.com/malachinakome1,@KenyaPower_Care @KenyaPowerI want to report about power blackout in Kariobangi but please also find out why they are so common. Could the field team be cashing on allowances for restoration? Meter number 14104235123,8-Jul
Ken Kariuki,@manikriss,,,,,37,https://x.com/manikriss/status/1810339214891827310,https://x.com/manikriss,"@KenyaPower_Care Power blackout at Ngong area, stage 46, 2nd Oloolua Close. A/c 26097739. Kindly check",8-Jul
Spütnik  𝕏,@spu_t_nik,,,,,85,https://x.com/spu_t_nik/status/1810323637628735534,https://x.com/spu_t_nik,Blackout gravity supermarket near olekasasi police station rongai kajiado please restore its been about 2weeks without power,8-Jul
Jackson Aba,@babanyambz,,,1,4,30,https://x.com/babanyambz/status/1810309300717244841,https://x.com/babanyambz,@KenyaPower_Care Hi.. we are having power blackout since yesterday 10pm until now. I made a  complain and was given the following reference 11519779 but nothing has been done.  Kindly assist.,8-Jul
Anna,@annawjames,,,1,1,20,https://x.com/annawjames/status/1810303204313211195,https://x.com/annawjames,@KenyaPower_Care 14105944202  reporting a blackout,8-Jul
Pence Ke,@okelo_valentine,,,1,,150,https://x.com/okelo_valentine/status/1810300079825145880,https://x.com/okelo_valentine,"You cannot help our problems apart from updating where and when to face blackouts? Us we are facing blackout because of this updation thing and yet you ignore our call to action texts, really!? Kiburi ya hii kenya ni mob sana",8-Jul
Khaleed,@_LFCRED,,,,,27,https://x.com/_LFCRED/status/1810295848074358858,https://x.com/_LFCRED,The whole constituency is in Blackout or you guys you never had off Balambala constituency,8-Jul
James Otieno,@aggrey_james,,,,2,130,https://x.com/aggrey_james/status/1810285984233222552,https://x.com/aggrey_james,@KenyaPower_Care Blackout along kiambu road for more than 24hrs. Any updates please. Mtr. 54603526903,8-Jul
Faith Chepkoech,@Chepkof,,,,,49,https://x.com/Chepkof/status/1810270436611023129,https://x.com/Chepkof,"What about Sotik, there's been a blackout since 8:30 a.m today",8-Jul
Eagle Eye,@matimbz,,,,,24,https://x.com/matimbz/status/1810214691731276198,https://x.com/matimbz,@KenyaPower_Care stima inapptea ovyo ovyo siku hizi even places not announced to have a blackout kwani you guys have employed Nigerians!!,8-Jul
patrick mugo,@patrickmugo016,,,,,6,https://x.com/patrickmugo016/status/1810029485259198951,https://x.com/patrickmugo016,Why am i in blackout yet my region is not indicated,7-Jul
KC,@KCEzbon,,,,,7,https://x.com/KCEzbon/status/1810017362466255207,https://x.com/KCEzbon,@KenyaPower_Care .There is a major blackout in Bureti currently .Kindly assist,7-Jul
innocentbabe722™,@Innocentbabe722,,,,,113,https://x.com/Innocentbabe722/status/1809997243421729185,https://x.com/Innocentbabe722,"Hello kplc i bought tokens and received updating codes but when i put them in my token metre its read reject now my house is in blackout ,,,kindly help metre no. 22170642262",7-Jul
Cherry,@Cherry40227756,,,,,12,https://x.com/Cherry40227756/status/1809989923941838906,https://x.com/Cherry40227756,@KenyaPower_Care for how long are you going to punish us ? Every evening part of Litein remains blackout upto nine pm or past nine. Are you rationing without notice? This is too much. @Kenyapowercres @KenyaPower,7-Jul
ThinkingOutAloud,@ThinkingOutAlo1,,,,,20,https://x.com/ThinkingOutAlo1/status/1809979965762335205,https://x.com/ThinkingOutAlo1,"@KenyaPower_Care @KenyaPower in your schedule for today Kariokor/Ziwani ward was not included but we have a blackout, what could be the reason ?",7-Jul
Francis Akuka,@francisakuka,,,,,16,https://x.com/francisakuka/status/1809965287191593044,https://x.com/francisakuka,"@KenyaPower_Care 
Sportsroad Westlands has been in power blackout all day. Any help a/c 2256632",7-Jul
James,@JameswuodA,,,,,4,https://x.com/JameswuodA/status/1809958705716150290,https://x.com/JameswuodA,"@KenyaPower_Care despite a blackout during the day, it's 5:31 pm and power hasn't been restored. Businesses at halt.
Kindly restore.",7-Jul
shoques,@alexmaich,,,,,22,https://x.com/alexmaich/status/1809931773456810222,https://x.com/alexmaich,@KenyaPower_Care UMOJA 1 MASSIVE BLACKOUT,7-Jul
Synter Nancy,@NancySynter,,,,1,15,https://x.com/NancySynter/status/1809927202269438014,https://x.com/NancySynter,"@KenyaPower_Care  there has been total blackout in some parts of Mtwapa for the past 3 days.
What could be the problem? @KenyaPower_Care
No notice was issued whatsoever.",7-Jul
Gitau.Janet,@GitauJanet1,,,,4,198,https://x.com/GitauJanet1/status/1809904941202371011,https://x.com/GitauJanet1,@KenyaPower_Care A/c 01451009052 low voltage since 6am nothing seems to be done. Better a full blackout,7-Jul
Ennui,@Ennui_254,,,,,42,https://x.com/Ennui_254/status/1809895999105650848,https://x.com/Ennui_254,"@KenyaPower_Care what's the deal with power in westlands St Michael's  road??? Yesterday, we had a blackout  today as well",7-Jul
Bochaberi,@akansbby,,,3,1,81,https://x.com/akansbby/status/1809886192252396006,https://x.com/akansbby,There has been power blackout in Umoja one. Kindly reply let's know what's going on,7-Jul
Ennui,@Ennui_254,,,,,42,https://x.com/Ennui_254/status/1809895999105650848,https://x.com/Ennui_254,"@KenyaPower_Care what's the deal with power in westlands St Michael's  road??? Yesterday, we had a blackout  today as well",7-Jul
Bochaberi,@akansbby,,,3,1,81,https://x.com/akansbby/status/1809886192252396006,https://x.com/akansbby,There has been power blackout in Umoja one. Kindly reply let's know what's going on,7-Jul
Shadrack wafula Juma,@shadrackwafulaj,,,,,23,https://x.com/shadrackwafulaj/status/1809884532734111892,https://x.com/shadrackwafulaj,"@KenyaPower_Care Hi guys, ruiru BTL in darkness since last night. Please help unlock the blackout.",7-Jul
Jeff W Musumba,@MusumbaJeff,,,,2,31,https://x.com/MusumbaJeff/status/1809853340466954294,https://x.com/MusumbaJeff,"@KenyaPower_Care , booked under reference number 11510316 , blackout since yesterday but not yet fixed  what is happening",7-Jul
