Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
OfGiants,@WaKimbunga,@KenyaPower @KenyaPower_Care no power in Shela. This is the 3rd time in the last 4 days. What is happening?,22-Aug-22,,,1,https://x.com/WaKimbunga,https://x.com/WaKimbunga
Prins Adan,@PrinsAdan,@KenyaPower @KenyaPower_Care What is wrong NO POWER FOR 36hrs some part of South C side of college of Insurance whole part @WilliamsRuto @EPRA_Ke @JerotichSeii,8-Sep-22,,,1,https://x.com/PrinsAdan,https://x.com/PrinsAdan
Tariq Al-fayeed,@VenomousM,@KenyaPower @KenyaPower_Care may you kindly restore back power in Tudor eastate Mombsa,2-Oct-22,,,1,https://x.com/VenomousM,https://x.com/VenomousM
@jerrykitur,@jerrykitur,We are experiencing power outage in Tindiret constituency Nandi county Kibugat village as from 19.25hrs ac number 41169824,15-Sep-22,,,1,https://x.com/jerrykitur01,https://x.com/jerrykitur01
Twahir Mwale,@TwahirMwale,"Hello @KenyaPower we don't have power for over 3wks
Because posts holding cables fall, western region,Bukura feeder,muluwa sper,sunni mosque transformer LV",25-Sep-22,,,1,https://x.com/TwahirMwale,https://x.com/TwahirMwale
Mwaura Kamau,@MwauraWaKamauPK,@KenyaPower 37172066765 no power,19-Sep-22,,,1,https://x.com/MwauraWaKamauPK,https://x.com/MwauraWaKamauPK
Jon Leary,@JonKLeary,Thank you to Kenya Power Customer Service team for restoring our power promptly. I reported the outage in our buildling late last night and was very pleased to find that stima was back when I woke up so that I could start the new day with ease.,4-Oct-22,,,1,https://x.com/JonKLeary,https://x.com/JonKLeary
,@Rex_Topdog,"@KenyaPower @KenyaPower @KenyaPower_Care What is the problem with your power in Ndhiwa town, Homabay county. Every evening power must go off, we're tired staying in darkness",24-Sep-22,,,1,https://x.com/Rex_Topdog,https://x.com/Rex_Topdog
This is Cushlah,@cushmerx,@KenyaPower power outage in Barnabas Nakuru,13-Sep-22,,,1,https://x.com/cushmerx,https://x.com/cushmerx
Daniel Wanjohi,@KahoroWanjohi,@KenyaPower no power in my area in ol kalou 37187366671 since 1 pm.,13-Sep-22,1,,1,https://x.com/KahoroWanjohi,https://x.com/KahoroWanjohi
Catherine,@katekabu,"@KenyaPower what's happening at Githurai 45 power loss almost every week now, we are in darkness right now. please check on this issue and give us a permanent solution.",27-Sep-22,,,5,https://x.com/katekabu,https://x.com/katekabu
TUM_COMRADE,@Son_of_man254,"@KenyaPower  kindly restore power, I'm Muhoroni some parts has no powerwhat's wrong with you guys, I use this power to run my daily job, kindly restore it, I can't buy token and end up not using it, where do you expect us to get money from if we have no power.",20-Sep-22,1,,1,https://x.com/Son_of_man254,https://x.com/Son_of_man254
@jerrykitur,@jerrykitur,We are experiencing power outage in Tindiret constituency Nandi county Kibugat village as from 19.25hrs ac number 41169824,15-Sep-22,,,1,https://x.com/jerrykitur01,https://x.com/jerrykitur01
Twahir Mwale,@TwahirMwale,"Hello @KenyaPower we don't have power for over 3wks
Because posts holding cables fall, western region,Bukura feeder,muluwa sper,sunni mosque transformer LV",25-Sep-22,,,1,https://x.com/TwahirMwale,https://x.com/TwahirMwale
Mwaura Kamau,@MwauraWaKamauPK,@KenyaPower 37172066765 no power,19-Sep-22,,,1,https://x.com/MwauraWaKamauPK,https://x.com/MwauraWaKamauPK
Jon Leary,@JonKLeary,Thank you to Kenya Power Customer Service team for restoring our power promptly. I reported the outage in our buildling late last night and was very pleased to find that stima was back when I woke up so that I could start the new day with ease.,4-Oct-22,,,1,https://x.com/JonKLeary,https://x.com/JonKLeary
,@Rex_Topdog,"@KenyaPower @KenyaPower @KenyaPower_Care What is the problem with your power in Ndhiwa town, Homabay county. Every evening power must go off, we're tired staying in darkness",24-Sep-22,,,1,https://x.com/Rex_Topdog,https://x.com/Rex_Topdog
This is Cushlah,@cushmerx,@KenyaPower power outage in Barnabas Nakuru,13-Sep-22,,,1,https://x.com/cushmerx,https://x.com/cushmerx
Daniel Wanjohi,@KahoroWanjohi,@KenyaPower no power in my area in ol kalou 37187366671 since 1 pm.,13-Sep-22,1,,1,https://x.com/KahoroWanjohi,https://x.com/KahoroWanjohi
Catherine,@katekabu,"@KenyaPower what's happening at Githurai 45 power loss almost every week now, we are in darkness right now. please check on this issue and give us a permanent solution.",27-Sep-22,,,5,https://x.com/katekabu,https://x.com/katekabu
TUM_COMRADE,@Son_of_man254,"@KenyaPower  kindly restore power, I'm Muhoroni some parts has no powerwhat's wrong with you guys, I use this power to run my daily job, kindly restore it, I can't buy token and end up not using it, where do you expect us to get money from if we have no power.",20-Sep-22,1,,1,https://x.com/Son_of_man254,https://x.com/Son_of_man254
RIENTENYI,@robert_moturi,Shughulika na restoring power in kisii town.....hii ufala ya conman let it be for bloggers,22-Sep-22,,,1,https://x.com/robert_moturi,https://x.com/robert_moturi
campton oscar,@campton_oscar,"@KenyaPower @KenyaPower_Care Good morning, there's no power in ongata-rongai as from 2 am yesterday until now Nafrom area.. kindly check into the matter",1-Oct-22,,,,https://x.com/campton_oscar,https://x.com/campton_oscar
Wycliffe,@cliffwanyang,@KenyaPower we've not had power since 12pm today,25-Sep-22,,,1,https://x.com/cliffwanyang,https://x.com/cliffwanyang
Buggz,@spike_gg,Good morning your Majesty. This is part of our daily routine to remind you we do have power for 4 days now. Will send another one at lunch hour incase you forget.,9-Sep-22,,,1,https://x.com/spike_gg,https://x.com/spike_gg
Kabbz,@mukabikim,@KenyaPower @KenyaPower_Care no power at meter # 01450326366 whole day. What is wrong?,27-Jul-22,,1,1,https://x.com/mukabikim,https://x.com/mukabikim
Peter Otuabe,@PeterOtuabe,"@KenyaPower @KenyaPower_Care 
Suffering continues in Kasarani Sunton. Woke to no power. Recurrent blackouts.",19-Aug-22,,,1,https://x.com/PeterOtuabe,https://x.com/PeterOtuabe
Josephine Adeti,@oadeti89,@KenyaPower please bring power back to Sunton Kasarani. We have been waiting for over 12 hours.,19-Aug-22,,,,https://x.com/oadeti89,https://x.com/oadeti89
Victor Esendi,@Esendivictor,@KenyaPower @KenyaPower_Care No power here since yesterday and experience overload here constantly -14107201221.  Please install a transformer in this area to avert constant low voltage and power blackouts. This has messed our electronics and lights.,13-Aug-22,,,1,https://x.com/Esendivictor,https://x.com/Esendivictor
karihapaul,@PaulKariha,"@KenyaPower @WanjikuRevolt @Cofek_Africa Kenya power you need serious social media guys, you follow up on a reference number only to be asked whether power was restored, like seriously!",9-Aug-22,,,,https://x.com/PaulKariha,https://x.com/PaulKariha
#ibraz,@alkhum_khum,@KenyaPower we are facing complete power failure for the last one month in Habaswein due to incompetent staffs you have deployed in this area who are not responding to our plight which needs the heads of KPLC to spring into action and deal with this menace,28-Jun-22,,,,https://x.com/alkhum_khum,https://x.com/alkhum_khum
@jerrykitur,@jerrykitur,"There's a power black out in our area Tindiret Mbogovale for the last three hours we've experienced power outage almost on daily basis since 26th July 2022 
Kitur ac 41169824",3-Aug-22,,,1,https://x.com/jerrykitur01,https://x.com/jerrykitur01
A⃢ r⃢ t⃢ s⃢ y⃢,@artsy_4,"@KenyaPower @KenyaPower_Care we currently have no power in banana karuri Kiambu,Blowup happened so mtuundie tungoje results bana?",12-Aug-22,,,1,https://x.com/artsy_4,https://x.com/artsy_4
Hercules,@the_og20,"@KenyaPower @KenyaPower_Care It's been two days now without power in Kitui East. We have called customer care numerous times and all we're told is, the matter will be escalated and our team will call you yet no call comes. How are we supposed to live and work?",21-Jul-22,,,1,https://x.com/the_og20,https://x.com/the_og20
Shree Tonyjee,@ShreeTonyjee,"@KenyaPower no power since 10pm last night the whole of MUCHATHA, GWANGO area..is this still possible in 2022. Just a small shower of rain",30-Jul-22,,,,https://x.com/ShreeTonyjee,https://x.com/ShreeTonyjee
Afrocentric ™,@afrocentric_ke,@KenyaPower  there is a power outage at Gikambura kamuyu drive since morning. Meter number 60356608,19-Aug-22,,,,https://x.com/afrocentric_ke,https://x.com/afrocentric_ke
DUN___,@dun_wambugu,"@KenyaPower is so shitty at times, why cut power on a holiday of all the other days",11-Jul-22,,,,https://x.com/dun_wambugu,https://x.com/dun_wambugu
Shree Tonyjee,@ShreeTonyjee,"@KenyaPower no power since 10pm last night the whole of MUCHATHA, GWANGO area..is this still possible in 2022. Just a small shower of rain",30-Jul-22,,,,https://x.com/ShreeTonyjee,https://x.com/ShreeTonyjee
Afrocentric ™,@afrocentric_ke,@KenyaPower  there is a power outage at Gikambura kamuyu drive since morning. Meter number 60356608,19-Aug-22,,,,https://x.com/afrocentric_ke,https://x.com/afrocentric_ke
DUN___,@dun_wambugu,"@KenyaPower is so shitty at times, why cut power on a holiday of all the other days",11-Jul-22,,,,https://x.com/dun_wambugu,https://x.com/dun_wambugu
FaRm Ω AssiT,@Otieno_Omollo_,"@KenyaPower

@KenyaPower_Care

Power outage in Sunton Police post area 
Account number 14105675749

Pls sort us out",1-Aug-22,4,3,2,https://x.com/Otieno_Omollo_,https://x.com/Otieno_Omollo_
Indica_Sang,@IndicaSang,No power in bombolulu estate @KenyaPower @KenyaPower_Care,3-Aug-22,,,1,https://x.com/IndicaSang,https://x.com/IndicaSang
As good as it gets,@Shirleyjo_Noni,"@KenyaPower Honestly how long do we have to suffer in Kasarani. Is it not possible get multiple transformers or what exactly is the root cause? With the recurrent power outages, surely you cannot come up with a lasting solution? No power at Hunters",1-Aug-22,,1,,https://x.com/Shirleyjo_Noni,https://x.com/Shirleyjo_Noni
Zariguta,@Afrocryptos,@KenyaPower pls advise what's going on with power in Nyali (near barracks). Account # 39727538,3-Aug-22,,,,https://x.com/Afrocryptos,https://x.com/Afrocryptos
Nie Dr. Sue,@suegtm,@KenyaPower @KenyaPower_Care it's been over 15 hours with no power. Kindly sort us out. Ac 37196126546,30-Jul-22,2,2,5,https://x.com/suegtm,https://x.com/suegtm
Estone,@Fyaha0,@KenyaPower we're in the government and we don't have power make it make sense,11-Aug-22,,,,https://x.com/Fyaha0,https://x.com/Fyaha0
Gathoni Ngure,@NgathoniR,"@KenyaPower AC no 24811026 ongata rongai Honey pot road no power since last night ,",19-Aug-22,,,,https://x.com/NgathoniR,https://x.com/NgathoniR
shiki,@njiwaki,"@KenyaPower please action we don't have power, account number 37170413415 in Donholm since 7pm",23-Jun-22,2,1,,https://x.com/njiwaki,https://x.com/njiwaki
daytech,@davidmuregi,Power is off in Karuri??,21-May-22,,,,https://x.com/davidmuregi,https://x.com/davidmuregi
daytech,@davidmuregi,Power is off in Karuri is there an issue?,23-Jun-22,,,,https://x.com/davidmuregi,https://x.com/davidmuregi
Robert Aseda,@Varaq,"@KenyaPower hi, power outage in Ngong 46 area, any updates? Mr No 14140461360",3-Jun-22,,,1,https://x.com/Varaq,https://x.com/Varaq
Sebei Prince,@Anan_stephen,"@KenyaPower, @KenyaPower_Care power in here has been unstable for almost three Hours now, comes on for few seconds and goes after few seconds and comes again",20-May-22,,,1,https://x.com/Anan_stephen,https://x.com/Anan_stephen
Stanslaus Semele,@stanslaussemele,"@KenyaPower_Care & @KenyaPower , what's happening, we not having power since in the morning around Matende, kakamega.
14228917754 - meter number",18-May-22,,,1,https://x.com/stanslaussemele,https://x.com/stanslaussemele
รค๓๒ค թคยl,@SambaPaul,@KenyaPower @KenyaPower_Care kindly assist here no power from the last two days account number 20590592,6-Jun-22,,,1,https://x.com/SambaPaul,https://x.com/SambaPaul
Koikai Diaries,@koikaidiaries,"@KenyaPower @KenyaPower_Care hi , we just lost power in roysambu,lesedi school(30 minutes ago). I think a truck pasing by tampered with some wires.kindly check it out.
Meter number 14245991642",26-May-22,1,,2,https://x.com/koikaidiaries,https://x.com/koikaidiaries
george kania,@KaniaGeorge,@KenyaPower residents of rutomo olkarao crying out for power. Neighbor to rutomo primary school. Kindly help.,15-Jun-22,,,,https://x.com/KaniaGeorge,https://x.com/KaniaGeorge
ShiHappy,@ToriaHappy,"Na bado Hanna metres for new connections countrywide! Ama zimeibiwa pia? smh. ""The transformation of Kenya power""",19-May-22,,,1,https://x.com/ToriaHappy,https://x.com/ToriaHappy
DancanMaiche,@DancanMaiche,@KenyaPower How long will you take to restore power in parts of  Mirema Drive.Over 48 hours now with no lights.,3-Jun-22,,,1,https://x.com/DancanMaiche,https://x.com/DancanMaiche
Ngachira Eric,@Ngachira,"E21482021050116 what about this application was paid one year ago & no power has been supplied to date??
Bussines Development Manager at stima Plaza we need answers???",16-Jun-22,,,1,https://x.com/Ngachira,https://x.com/Ngachira
Akikic Nguni,@Akikic,@KenyaPower 14229067765 no power,12-Jun-22,,,,https://x.com/Akikic,https://x.com/Akikic
Haiti Gang,@ArseneMoses,Is there power interruption today in Parklands,17-Jun-22,,,1,https://x.com/ArseneMoses,https://x.com/ArseneMoses
Ngachira Eric,@Ngachira,E21482021050116 its going to one year since we applied & paid for power supply ...whats keeping you from connecting us with power??,26-May-22,1,,,https://x.com/Ngachira,https://x.com/Ngachira
MISS AUTISM KENYA 2018,@KellyKinuthia,@KenyaPower can you guys be efficient for once? 5 days without power you expect us to go through all this loss for what???  I am a pissed customer nkt!,15-Jun-22,,,,https://x.com/KellyKinuthia,https://x.com/KellyKinuthia
Serah Mwendwa,@Kanja4,@KenyaPower We don’t have power in Kahawa Sukari. Meter number 54400247570,8-May-22,,,,https://x.com/Kanja4,https://x.com/Kanja4
George,@king_jorges,@KenyaPower no power in Malindi,3-May-22,,,,https://x.com/king_jorges,https://x.com/king_jorges
Alice  Mithamo,@MwihakiMithamo,@KenyaPower this is the fifth day without power in a business premise. My reference number today is 8148308 under meter no. 34749442. Please do something...,28-May-22,,,1,https://x.com/MwihakiMithamo,https://x.com/MwihakiMithamo
Agewa Wainaina,@AgewaW,"@KenyaPower kindly help. We have been having power issues all day in the Muthiga-Regen area.
Our metre number is 14235022069.",24-May-22,,,1,https://x.com/AgewaW,https://x.com/AgewaW
george kania,@KaniaGeorge,@KenyaPower residents of rutomo olkarao crying out for power. Neighbor to rutomo primary school. Kindly help.,15-Jun-22,,,,https://x.com/KaniaGeorge,https://x.com/KaniaGeorge
ShiHappy,@ToriaHappy,"Na bado Hanna metres for new connections countrywide! Ama zimeibiwa pia? smh. ""The transformation of Kenya power""",19-May-22,,,1,https://x.com/ToriaHappy,https://x.com/ToriaHappy
DancanMaiche,@DancanMaiche,@KenyaPower How long will you take to restore power in parts of  Mirema Drive.Over 48 hours now with no lights.,3-Jun-22,,,1,https://x.com/DancanMaiche,https://x.com/DancanMaiche
Ngachira Eric,@Ngachira,"E21482021050116 what about this application was paid one year ago & no power has been supplied to date??
Bussines Development Manager at stima Plaza we need answers???",16-Jun-22,,,1,https://x.com/Ngachira,https://x.com/Ngachira
Akikic Nguni,@Akikic,@KenyaPower 14229067765 no power,12-Jun-22,,,,https://x.com/Akikic,https://x.com/Akikic
Haiti Gang,@ArseneMoses,Is there power interruption today in Parklands,17-Jun-22,,,1,https://x.com/ArseneMoses,https://x.com/ArseneMoses
Ngachira Eric,@Ngachira,E21482021050116 its going to one year since we applied & paid for power supply ...whats keeping you from connecting us with power??,26-May-22,1,,,https://x.com/Ngachira,https://x.com/Ngachira
MISS AUTISM KENYA 2018,@KellyKinuthia,@KenyaPower can you guys be efficient for once? 5 days without power you expect us to go through all this loss for what???  I am a pissed customer nkt!,15-Jun-22,,,,https://x.com/KellyKinuthia,https://x.com/KellyKinuthia
Serah Mwendwa,@Kanja4,@KenyaPower We don’t have power in Kahawa Sukari. Meter number 54400247570,8-May-22,,,,https://x.com/Kanja4,https://x.com/Kanja4
George,@king_jorges,@KenyaPower no power in Malindi,3-May-22,,,,https://x.com/king_jorges,https://x.com/king_jorges
Alice  Mithamo,@MwihakiMithamo,@KenyaPower this is the fifth day without power in a business premise. My reference number today is 8148308 under meter no. 34749442. Please do something...,28-May-22,,,1,https://x.com/MwihakiMithamo,https://x.com/MwihakiMithamo
Agewa Wainaina,@AgewaW,"@KenyaPower kindly help. We have been having power issues all day in the Muthiga-Regen area.
Our metre number is 14235022069.",24-May-22,,,1,https://x.com/AgewaW,https://x.com/AgewaW
Githii,@GithiiGithii,"@KenyaPower Your complaint for account number 23XXXX has been booked under the Reference Number: 8119573. Thank you for contacting Kenya Power.

I am waiting my bosses.",20-May-22,,,,https://x.com/GithiiGithii,https://x.com/GithiiGithii
Makwerekwere Sir,@Makwerekwere_,"@KenyaPower @KenyaPower_Care what is it with power blackouts in Mirema at late night to morning hours daily, this inconveniencing and you need to fix it ASAP!",24-Apr-22,,,,https://x.com/Makwerekwere_,https://x.com/Makwerekwere_
LugaliaKe,@KelvinLugalia,"@KenyaPower ,@KenyaPower_Care .I have no power for two days now. Kindly work on this, Easter is long to stay home without power. Acc 37168455899, Dandora phase2 Senate court.",15-Apr-22,,,1,https://x.com/KelvinLugalia,https://x.com/KelvinLugalia
Koikai Diaries,@koikaidiaries,"@KenyaPower @KenyaPower_Care 
What's happening in Roysambu since last night till now ? You're costing us a lot. Power comes in flashes and dims as it goes , minutes/seconds flash. Kindly switch it off and fix once and for all.
Meter No: 14245991642
Location:Lesedi school",24-Apr-22,,,1,https://x.com/koikaidiaries,https://x.com/koikaidiaries
Zariguta,@Afrocryptos,"@KenyaPower @KenyaPower_Care Salala, jama tosha basi musitutese! Bloody 15 hours no power!!!! I now have to salvage my food in the fridge/freezer, na tunakufa najoto! I've tweeted a complaint last night, no response! Muko na dharau mbaya sana. U guys simply have failed!",3-Apr-22,,,2,https://x.com/Afrocryptos,https://x.com/Afrocryptos
Arthurking 3D,@_arthurboom1,@KenyaPower no power around Beijing road what's happening,3-Apr-22,,,,https://x.com/_arthurboom1,https://x.com/_arthurboom1
Kibet Cor,@KibetCornelius_,All we are asking now is not even restoration of power anymore. We've lost hope of that happening all we are requesting is for you to switch off the transformer and take it away before a disaster occurs. Meter no. 20671250.,21-Apr-22,,,1,https://x.com/KibetCornelius_,https://x.com/KibetCornelius_
Kibet Cor,@KibetCornelius_,Hello. We've been reporting power outage and faulty transformer for the past 2 weeks to the Eldoret office and it has fell on deaf ears. The transformer is producing dangerous sparks visible from afar and causing tremors around that vicinity.,21-Apr-22,,,,https://x.com/KibetCornelius_,https://x.com/KibetCornelius_
Adhoch Denis,@AdhochDennises,"@KenyaPower and @KenyaPower_Care kindly find a way to sort this out urgently.

Power is not connecting because your team said there is a tamper code on the meter. 
Ref. No: R2110220401094
Meter No: 14272008609",15-Apr-22,1,,1,https://x.com/AdhochDennises,https://x.com/AdhochDennises
Samuel™,@sam_samuel254,"@KenyaPower @KenyaPower_Care It has happened again, what's the issue with electricity in this area? Power outage daily sucks bana.
Muthure area",31-Mar-22,,,1,https://x.com/sam_samuel254,https://x.com/sam_samuel254
allan abuta,@AbutaAllan,"@KenyaPower @KenyaPower_Care .
I stay at acacia area kangundo rd ruai area. Ive not had power since saturday 26-03-22 morning. Whats the issue? and when will this area have power back?",29-Mar-22,,,2,https://x.com/AbutaAllan,https://x.com/AbutaAllan
Ngachira Eric,@Ngachira,E21482021050116 Paid for power connection since June 2021 till today no power 9months down the line KPLC TALA Branch,28-Mar-22,1,,,https://x.com/Ngachira,https://x.com/Ngachira
George,@king_jorges,@KenyaPower what's happening in Malindi we experiencing power outages from yesterday.,20-Apr-22,,,,https://x.com/king_jorges,https://x.com/king_jorges
Adhoch Denis,@AdhochDennises,"@KenyaPower and @KenyaPower_Care kindly find a way to sort this out urgently.

Power is not connecting because your team said there is a tamper code on the meter. 
Ref. No: R2110220401094
Meter No: 14272008609",15-Apr-22,1,,1,https://x.com/AdhochDennises,https://x.com/AdhochDennises
Samuel™,@sam_samuel254,"@KenyaPower @KenyaPower_Care It has happened again, what's the issue with electricity in this area? Power outage daily sucks bana.
Muthure area",31-Mar-22,,,1,https://x.com/sam_samuel254,https://x.com/sam_samuel254
allan abuta,@AbutaAllan,"@KenyaPower @KenyaPower_Care .
I stay at acacia area kangundo rd ruai area. Ive not had power since saturday 26-03-22 morning. Whats the issue? and when will this area have power back?",29-Mar-22,,,2,https://x.com/AbutaAllan,https://x.com/AbutaAllan
Ngachira Eric,@Ngachira,E21482021050116 Paid for power connection since June 2021 till today no power 9months down the line KPLC TALA Branch,28-Mar-22,1,,,https://x.com/Ngachira,https://x.com/Ngachira
George,@king_jorges,@KenyaPower what's happening in Malindi we experiencing power outages from yesterday.,20-Apr-22,,,,https://x.com/king_jorges,https://x.com/king_jorges
George,@king_jorges,@KenyaPower no power in Malindi what's happening?,18-Apr-22,,,,https://x.com/king_jorges,https://x.com/king_jorges
RickDennis Kamande,@rickdennisk,@KenyaPower a day without power? and yet the bills are never later. the most useless company i ever came across,18-Apr-22,,,,https://x.com/rickdennisk,https://x.com/rickdennisk
Collins_ke,@AmCollo_,"No power in vet ngong area
37152586519
Since yesterday 1200hrs",20-Apr-22,,,1,https://x.com/AmCollo_,https://x.com/AmCollo_
Jacob Juma,@iviivi14,@KenyaPower 2 days with flickering Dim power. 2 days!!. Hata msirudishe. Kaeni nayo,28-Apr-22,,,,https://x.com/iviivi14,https://x.com/iviivi14
Sharon,@NyawiraJedidah,"@KenyaPower power outage in South  B, kindly sort,",14-Apr-22,,,,https://x.com/NyawiraJedidah,https://x.com/NyawiraJedidah
Ali Mwachuo,@alimwachuo,@KenyaPower @KenyaPower_Care  there is no electricity in kwale town Jeza-B area for more than a week. Your Ukunda station when called say they see nothing wrong in there system yet a whole village has no power almost two weeks. Poor services from your incompetent team in Ukunda,17-Apr-22,,,1,https://x.com/alimwachuo,https://x.com/alimwachuo
Sack of cool vibes,@79patrickm,@KenyaPower @KenyaPower_Care No power in Nyahururu. What's the issue?,10-Apr-22,,,,https://x.com/79patrickm,https://x.com/79patrickm
Abbie,@abigaillinda_al,"@KenyaPower @KenyaPower_Care Kindly restore power at Mihango, Maono prayer centre area Metre number 54402896135 We have along weekend it would be nice if you restore asap.",29-Apr-22,,,1,https://x.com/abigaillinda_al,https://x.com/abigaillinda_al
daytech,@davidmuregi,We have no power in Karuri-Banana?,15-Mar-22,,,,https://x.com/davidmuregi,https://x.com/davidmuregi
Sammi wa Githurai,@Sammy_2470,@KenyaPower @KenyaPower_Care #Pawasawa power post fallen. A risk to motorists and pedestrians along Manguu Kiuu road. Just after Kimbo police station entrance.,10-Mar-22,,,1,https://x.com/Sammy_2470,https://x.com/Sammy_2470
gacheru muriithi,@gashcash,"my a/c 54402194184 then you Kenya Poorest Lighters Cons yesterday gave ref 7833817 so which citizens anywhere apart from banana and hongo republic of Kenya can go without power for more than 24 hours? Kabogo
Assmio
Flossin Mauwano
Kibaki
Tim Wanyonyi",14-Mar-22,1,,2,https://x.com/gashcash,https://x.com/gashcash
Nomad,@tee_kilel,@KenyaPower @KenyaPower_Care unscheduled power outage A/c 04211631447. Kindly expedite restoration!,24-Feb-22,,,2,https://x.com/tee_kilel,https://x.com/tee_kilel
masheti vin,@masheti_vincent,@KenyaPower  @KenyaPower_Care  when   have you decided our suffering to end....or we should leave you monopoly alone ...since yesterday no power... affected meter number is 48204523,25-Feb-22,,,1,https://x.com/masheti_vincent,https://x.com/masheti_vincent
steve,@vostiz,@KenyaPower I am a disappointed customer I had launch a case about a faulty meter box under case no. R2211211100771 which has not been concluded since 28 Nov 2021 my tenants are in darkness coz you have disconnected power I need helping so sad indeed,25-Mar-22,,,,https://x.com/vostiz,https://x.com/vostiz
Jid,@jidraff_muchemi,"@KenyaPower @KenyaPower No power at kahawa west between bima road and kamae road 14240976655
This is happening everyday",17-Mar-22,,,,https://x.com/jidraff_muchemi,https://x.com/jidraff_muchemi
Njoroge Mwangi Muteti,@Njoroge09935663,@KenyaPower can someone pls explain what's wrong with Ndarugu feeder?we rarely have power.,22-Mar-22,,,,https://x.com/Njoroge09935663,https://x.com/Njoroge09935663
𝗠𝘄𝗮𝗹𝗶𝗺𝘂 𝗞𝗲𝗹𝘃𝗶𝗻,@mwalimu_kelvino,"We have  power shortage for a week now. 
I wonder what is happening? For a week? Surely? 
Location: Kenyatta road, opposite Juja City Mall.",1-Mar-22,,,,https://x.com/mwalimu_kelvino,https://x.com/mwalimu_kelvino
Edgar Kimutai,@kiparpar,@KenyaPower power outage for meter number 54400262884 kindly assist,9-Mar-22,,,,https://x.com/kiparpar,https://x.com/kiparpar
Invictus Maneo,@Donlamaciv,@kenyapower @KenyaPower_Care @KenyaPowerCare3 no power at Ndhiwa Law Courts in Homabay County. We are stuck. People need to be served. @Kenyajudiciary kindly favour us with a generator too.,7-Mar-22,,,2,https://x.com/Donlamaciv,https://x.com/Donlamaciv
Ruikiru,@Moffatmwai,Nlireport juzi transformer yenyu inachomeka it took your company more than 24 hrs to respond kama hio kidogo mlishindwa hii kubwa mtaweza aje...also Kenya power has been vandalizing our lives whose responsible?,21-Mar-22,,,,https://x.com/Moffatmwai,https://x.com/Moffatmwai
𝗠𝘄𝗮𝗹𝗶𝗺𝘂 𝗞𝗲𝗹𝘃𝗶𝗻,@mwalimu_kelvino,"We have  power shortage for a week now. 
I wonder what is happening? For a week? Surely? 
Location: Kenyatta road, opposite Juja City Mall.",1-Mar-22,1,,,https://x.com/mwalimu_kelvino,https://x.com/mwalimu_kelvino
Njoroge Mwangi Muteti,@Njoroge09935663,@KenyaPower can someone pls explain what's wrong with Ndarugu feeder?we rarely have power.,22-Mar-22,,,,https://x.com/Njoroge09935663,https://x.com/Njoroge09935663
𝗠𝘄𝗮𝗹𝗶𝗺𝘂 𝗞𝗲𝗹𝘃𝗶𝗻,@mwalimu_kelvino,"We have  power shortage for a week now. 
I wonder what is happening? For a week? Surely? 
Location: Kenyatta road, opposite Juja City Mall.",1-Mar-22,,,,https://x.com/mwalimu_kelvino,https://x.com/mwalimu_kelvino
Edgar Kimutai,@kiparpar,@KenyaPower power outage for meter number 54400262884 kindly assist,9-Mar-22,,,,https://x.com/kiparpar,https://x.com/kiparpar
Invictus Maneo,@Donlamaciv,@kenyapower @KenyaPower_Care @KenyaPowerCare3 no power at Ndhiwa Law Courts in Homabay County. We are stuck. People need to be served. @Kenyajudiciary kindly favour us with a generator too.,7-Mar-22,,,2,https://x.com/Donlamaciv,https://x.com/Donlamaciv
Ruikiru,@Moffatmwai,Nlireport juzi transformer yenyu inachomeka it took your company more than 24 hrs to respond kama hio kidogo mlishindwa hii kubwa mtaweza aje...also Kenya power has been vandalizing our lives whose responsible?,21-Mar-22,,,,https://x.com/Moffatmwai,https://x.com/Moffatmwai
𝗠𝘄𝗮𝗹𝗶𝗺𝘂 𝗞𝗲𝗹𝘃𝗶𝗻,@mwalimu_kelvino,"We have  power shortage for a week now. 
I wonder what is happening? For a week? Surely? 
Location: Kenyatta road, opposite Juja City Mall.",1-Mar-22,1,,,https://x.com/mwalimu_kelvino,https://x.com/mwalimu_kelvino
CORRUPTION_KE,@shibwec,"@KenyaPower @KenyaPower_Care what's happening with power in nguvuli area of malava? Actually it's been two weeks, and the don't care attitude from your people in kakamega and your main office is shocking",16-Mar-22,1,,1,https://x.com/shibwec,https://x.com/shibwec
Kevin Barron,@kevinbarron07,@KenyaPower hi we have had no power since midday Muthangari Gardens please,27-Mar-22,,1,,https://x.com/kevinbarron07,https://x.com/kevinbarron07
james gathogo,@jamesgathogo5,@KenyaPower @KenyaPower_Care     Power blackout@hamza makadara kwa chief area,28-Feb-22,,,1,https://x.com/jamesgathogo5,https://x.com/jamesgathogo5
Erica Opondo,@EricaOpondo,It is now a week without power. Why are you taking this long to repair the transformer? I think we are both loosing here tengenezeni stima.,18-Mar-22,,1,1,https://x.com/EricaOpondo,https://x.com/EricaOpondo
Gathoni Ngure,@NgathoniR,"@KenyaPower meter number24811026 honey pot road , no Power kindly assist",13-Mar-22,,,,https://x.com/NgathoniR,https://x.com/NgathoniR
