Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Link
PARTYNEXTDOOR,@YuaFavoriteCat,In the meantime check if there ia any token for 37172005755,20-Jun,1,,,https://x.com/YuaFavoriteCat,https://x.com/YuaFavoriteCat
Dushnyow!!,@obadNess,"@KenyaPower_Care Hi, we are yet to receive tokens for meter no: 37194463552, purchased at 6.00PM",20-Jun,1,,3,https://x.com/obadNess,https://x.com/obadNess
Kipcolloh,@kipcolloh,@KenyaPower_Care  Yoh! My tokens ziko wapi? Check DM and please forward them ASAP. Please do not ask about landmarks. Just process the tokens.,20-Jun,2,1,2,https://x.com/kipcolloh,https://x.com/kipcolloh
Tikolo,@stephenokoth26,"Do you have challenge with your Mpesa system, been trying to purchase token but it fails",20-Jun,1,,,https://x.com/stephenokoth26,https://x.com/stephenokoth26
Jacklyne Waithera,@JacklyneWaithe1,Can we get clear instructions coz we have people in rural areas who don't have any clue on how to reset this tokens,20-Jun,1,,,https://x.com/JacklyneWaithe1,https://x.com/JacklyneWaithe1
Dex,@Dexy_kenya,@KenyaPower_Care i cant buy token.Kuna shida?,20-Jun,2,,,https://x.com/Dexy_kenya,https://x.com/Dexy_kenya
Hassan Juma,@HassanJ51214667,@KenyaPower_Care prepaid token is taking a century to come please check your system,20-Jun,1,2,2,https://x.com/HassanJ51214667,https://x.com/HassanJ51214667
PARTYNEXTDOOR,@YuaFavoriteCat,Today tokens cannot be bought. All transactions are failed.,20-Jun,1,,,https://x.com/YuaFavoriteCat,https://x.com/YuaFavoriteCat
nancy karwirwa,@nanpetogo,"@KenyaPower_Care Hi I'm not able to buy tokens,14272347023. Please assist",20-Jun,1,,,https://x.com/nanpetogo,https://x.com/nanpetogo
KING KAPPA KAY,@A21Kapp,I cant buy tokens kindly check ur systems. Urgent!!!,20-Jun,1,,,https://x.com/A21Kapp,https://x.com/A21Kapp
Reuben Kyama,@rkyama1,@KenyaPower_Care I am not able to purchase my token (prepaid) via *977# or via the Mpesa Paybill. Are you having issues with your systems? Please advise.,20-Jun,1,,,https://x.com/rkyama1,https://x.com/rkyama1
Tororey,@V_Tosh91,@KenyaPower_Care hey bought tokens but yet to receive 2 hrs ago,20-Jun,1,,2,https://x.com/V_Tosh91,https://x.com/V_Tosh91
Faith,@Faith4396425343,"@KenyaPower_Care I need tokens for meter number 14104125340, kindly assist",20-Jun,1,,1,https://x.com/Faith4396425343,https://x.com/Faith4396425343
Perfect life 101,@perfectlife_101,@KenyaPower_Care  is your paybill working? I can't buy tokens.,20-Jun,1,,1,https://x.com/perfectlife_101,https://x.com/perfectlife_101
Tjay,@smadyt_,@KenyaPower_Care no token yet for 92108202802 since morning. Mkuwe serious kidogo,20-Jun,,,1,https://x.com/smadyt_,https://x.com/smadyt_
MissJan,@RuguttJ,"Hi,trying to purchase tokens but not going through.  Kindly assist  54602160555",20-Jun,,,1,https://x.com/RuguttJ,https://x.com/RuguttJ
Erick Joseph,@ErickJo81757366,I need Token update,20-Jun,,,,https://x.com/ErickJo81757366,https://x.com/ErickJo81757366
Were E james,@jrwere,@KenyaPower_Care  unable to buy tokens for meter no.14234768464. Please assist,20-Jun,,,,https://x.com/jrwere,https://x.com/jrwere
Jacqueline Ojoo,@JacquelineOjoo,"@KenyaPower_Care I am trying to buy tokens and it's not going through
 Is there an issue with your system?",20-Jun,,,,https://x.com/JacquelineOjoo,https://x.com/JacquelineOjoo
MissJan,@RuguttJ,"Hi,trying to purchase tokens but not going through.  Kindly assist  54602160555",20-Jun,,,1,https://x.com/RuguttJ,https://x.com/RuguttJ
Erick Joseph,@ErickJo81757366,I need Token update,20-Jun,,,,https://x.com/ErickJo81757366,https://x.com/ErickJo81757366
Were E james,@jrwere,@KenyaPower_Care  unable to buy tokens for meter no.14234768464. Please assist,20-Jun,,,,https://x.com/jrwere,https://x.com/jrwere
Jacqueline Ojoo,@JacquelineOjoo,"@KenyaPower_Care I am trying to buy tokens and it's not going through
 Is there an issue with your system?",20-Jun,,,,https://x.com/JacquelineOjoo,https://x.com/JacquelineOjoo
Kelvin macharia,@mash254ngugi,Please send me the token number I purchased and have not received yet...meter number 92104441388,20-Jun,1,1,3,https://x.com/mash254ngugi,https://x.com/mash254ngugi
Gideon Mwangi,@giddykangi,@KenyaPower_Care am yet to receive my token bought in the morning 10 hours ago meter 14402552559,20-Jun,,,1,https://x.com/giddykangi,https://x.com/giddykangi
noel wafula,@NoelWC,@KenyaPower_Care Good evening. I have paid for tokens via M-Pesa. I have not yet received them. It has been almost 30 minutes. Please assist. Check DM,20-Jun,,,3,https://x.com/NoelWC,https://x.com/NoelWC
BILL_SAFU,@Bill_safu,"Hey,am unable to purchase tokens,meter number-37196273421,kindly assist",20-Jun,,,5,https://x.com/Bill_safu,https://x.com/Bill_safu
Agape's Kitchen,@Cindyagape,Why is it that there's a technical issue of tokens for like 1 hour,20-Jun,,,1,https://x.com/Cindyagape,https://x.com/Cindyagape
Jael 2.0 Arianda,@JaelArianda,I am unable to buy tokens and none of your numbers are going through. Please advise,20-Jun,,,1,https://x.com/JaelArianda,https://x.com/JaelArianda
Felix Ayara,@fo_odhiambo,My post paid meter keeps rejecting  tokens since this evening. What is happening? Am in the dark.,20-Jun,,,3,https://x.com/fo_odhiambo,https://x.com/fo_odhiambo
Crodie,@KevinOrato,"@KenyaPower_Care 

Hey. Trying to buy tokens and this is what keeps showing up: HELP

Transaction failed, M-PESA cannot complete payment of Ksh50.00 to KPLC PREPAID. The Organization's system receiving the payment experienced some technical challenges, try again later.",20-Jun,,,4,https://x.com/KevinOrato,https://x.com/KevinOrato
Nyakinyua,@nyaks4,Please respond to my  dm token not loading,20-Jun,,,4,https://x.com/nyaks4,https://x.com/nyaks4
Alice Gesare,@AliceAlicia17,I’m unable to purchase tokens.Kindly assist meter number 37193600808,20-Jun,,,2,https://x.com/AliceAlicia17,https://x.com/AliceAlicia17
patricia chika,@chika_kali,"@KenyaPower_Care hello I'm unable to buy tokens since afternoon
Is there a problem ?",20-Jun,,,1,https://x.com/chika_kali,https://x.com/chika_kali
Real,@dreaded_kels,@KenyaPower_Care am buying token and not going through… ni ufala gani hizo,20-Jun,,,,https://x.com/dreaded_kels,https://x.com/dreaded_kels
hannington macharia,@evmash,@KenyaPower_Care I have two issues . ...  .first I can't buy token ...the receiving organization is not able ..   second I have another meter that can't receive the token...my number is 0721873502..…....please help,20-Jun,,,1,https://x.com/evmash,https://x.com/evmash
MetLugose,@Tiurine,"@KenyaPower_Care I am unable to buy tokens. It keeps saying the organisation receiving the money experienced a technical issue, kindly assist",20-Jun,,,2,https://x.com/Tiurine,https://x.com/Tiurine
Arcadius,@arc_di,So tehre an issue with token generation. Can’t seem to get any when I try to buy,20-Jun,,,,https://x.com/arc_di,https://x.com/arc_di
The revolution,@miri_njoki,Hello Kenya power am having issues paying for my token please help my tokens are almost depleted,20-Jun,,,2,https://x.com/miri_njoki,https://x.com/miri_njoki
Qs. Amos Munene,@A_munene,@KenyaPower_Care Hi yet to receive tokens for meter no. 14252211819,20-Jun,,,3,https://x.com/A_munene,https://x.com/A_munene
Greater Kenya,@mengokanish,"@KenyaPower_Care 
I have paid for tokens for an hour now. Kwani your systems are down ama mnataka nilale Kwa Giza?",20-Jun,,,1,https://x.com/mengokanish,https://x.com/mengokanish
Arcadius,@arc_di,@KenyaPower_Care is there an issue with generating tokens ?,20-Jun,,,1,https://x.com/arc_di,https://x.com/arc_di
TheFreshPrince,@scrubby_the_man,@KenyaPower_Care I haven't received my tokens yet 37170437828,20-Jun,,,1,https://x.com/scrubby_the_man,https://x.com/scrubby_the_man
Lynn,@Lynn18870864,Can’t buy tokens is there an issue on your end receiving a message that the transaction has failed,20-Jun,,,1,https://x.com/Lynn18870864,https://x.com/Lynn18870864
Sereti Tonkei,@STonkei,@KenyaPower_Care @KenyaPower wsup with your token system and when can we be able to buy tokens? And why didn't you issue a notice prior that your systems will be down?,20-Jun,,,1,https://x.com/STonkei,https://x.com/STonkei
Felix,@rullofelix,@KenyaPower_Care am unable to buy tokens via mpesa whats the problem,20-Jun,,,1,https://x.com/rullofelix,https://x.com/rullofelix
Watiri Mich,@WatiriMich,@KenyaPower_Care 14403301204 have been trying to buy token unsuccessfully. Kindly assist.,20-Jun,,,1,https://x.com/WatiriMich,https://x.com/WatiriMich
just Kelvin,@Ras88675607,Hey we don't have electricity due to token delay..please reply on my DM . I have like twice and still haven't received the 24digits ..assist with the reset code too,20-Jun,,,,https://x.com/Ras88675607,https://x.com/Ras88675607
james njau,@jaimemwas,@KenyaPower_Care  I have been waiting for about two hours  to get back my tokens. Am in darkness,20-Jun,,,1,https://x.com/jaimemwas,https://x.com/jaimemwas
winkey,@karidundu,Hello am unable to buy tokens,20-Jun,,,1,https://x.com/karidundu,https://x.com/karidundu
Pytah Kharys,@PytahKharys,Hae cant buy token why?,20-Jun,,,,https://x.com/PytahKharys,https://x.com/PytahKharys
hellen,@hellenwa6,Hi I'm trying to pay token for meter no.92103847692 and it's not going through.. kindly assist,20-Jun,,,,https://x.com/hellenwa6,https://x.com/hellenwa6
Sam Wain,@SamWain30075142,@KenyaPower_Care  Tokens bought 1hour ago no receipt,20-Jun,,,,https://x.com/SamWain30075142,https://x.com/SamWain30075142
Larry Kikuyu,@lakiyu74,@KenyaPower_Care why are token transactions failing? Till now you have not sorted your technical hitch? Two days in darkness now.,20-Jun,,,1,https://x.com/lakiyu74,https://x.com/lakiyu74
Brian,@mrwrongfully,Hello kenya power i have been trying to buy token but  it keeps on denying are there some issues  meter no 54400786676,20-Jun,,,1,https://x.com/mrwrongfully,https://x.com/mrwrongfully
Sage_254,@Sagecarsonn,"@KenyaPower_Care hello kindly help me with this, been trying to buy tokens for the past 1hr buts its not going through. Meter number is 54400297310",20-Jun,,,3,https://x.com/Sagecarsonn,https://x.com/Sagecarsonn
james njau,@jaimemwas,@KenyaPower_Care  I have been waiting for about two hours  to get back my tokens. Am in darkness,20-Jun,,,1,https://x.com/jaimemwas,https://x.com/jaimemwas
winkey,@karidundu,Hello am unable to buy tokens,20-Jun,,,1,https://x.com/karidundu,https://x.com/karidundu
Pytah Kharys,@PytahKharys,Hae cant buy token why?,20-Jun,,,,https://x.com/PytahKharys,https://x.com/PytahKharys
hellen,@hellenwa6,Hi I'm trying to pay token for meter no.92103847692 and it's not going through.. kindly assist,20-Jun,,,,https://x.com/hellenwa6,https://x.com/hellenwa6
Sam Wain,@SamWain30075142,@KenyaPower_Care  Tokens bought 1hour ago no receipt,20-Jun,,,,https://x.com/SamWain30075142,https://x.com/SamWain30075142
Larry Kikuyu,@lakiyu74,@KenyaPower_Care why are token transactions failing? Till now you have not sorted your technical hitch? Two days in darkness now.,20-Jun,,,1,https://x.com/lakiyu74,https://x.com/lakiyu74
Brian,@mrwrongfully,Hello kenya power i have been trying to buy token but  it keeps on denying are there some issues  meter no 54400786676,20-Jun,,,1,https://x.com/mrwrongfully,https://x.com/mrwrongfully
Sage_254,@Sagecarsonn,"@KenyaPower_Care hello kindly help me with this, been trying to buy tokens for the past 1hr buts its not going through. Meter number is 54400297310",20-Jun,,,3,https://x.com/Sagecarsonn,https://x.com/Sagecarsonn
Morris Mbithi,@KingMbithi,"SFK643GIDM Confirmed. 500.00 KSH paid to KPLC PREPAID, 888880  for account number 14271617889 

Waiting for my tokens",20-Jun,,,1,https://x.com/KingMbithi,https://x.com/KingMbithi
Cynthia adhiambo,@Cynthiacynto,"@KenyaPower_Care  I loaded 1000 and I’m yet to receive the tokens
Meter number: 14235198489
Secondly I also tried for 50 just to see if it works it went through but I’m unable to load,,,error “rejected “,,kindly but urgently assist on both issues",20-Jun,,,2,https://x.com/Cynthiacynto,https://x.com/Cynthiacynto
Chingona,@kadilove,@KenyaPower_Care I'm yet to receive my tokens. Meter no. 37156130223,20-Jun,,,2,https://x.com/kadilove,https://x.com/kadilove
Morris Mbithi,@KingMbithi,"@KenyaPower_Care SFK643GIDM Confirmed. 500.00 KSH paid to KPLC PREPAID, 888880  for account number 14271617889 

Sent tokens",20-Jun,,,2,https://x.com/KingMbithi,https://x.com/KingMbithi
Hadassah,@namukhulasafi,"@KenyaPower_Care is there a technical issue with your systems??? Can't buy tokens
#RejectFinancebill2024",20-Jun,,,,https://x.com/namukhulasafi,https://x.com/namukhulasafi
Sarah Wambui,@SarahWa10377354,Not able to load tokens today kindly help my meter number is 14402487467,20-Jun,,,,https://x.com/SarahWa10377354,https://x.com/SarahWa10377354
Morris Mbithi,@KingMbithi,"@KenyaPower_Care SFK643GIDM Confirmed. 500.00 KSH paid to KPLC PREPAID, 888880  for account number 14271617889 

Sent tokens bana",20-Jun,,,2,https://x.com/KingMbithi,https://x.com/KingMbithi
Crodie,@KevinOrato,@KenyaPower_Care Hey good people. Is there trouble with purchasing tokens? I've been trying to for a couple of hours! I'm in the dark and missing football that's on tonight!,20-Jun,,,1,https://x.com/KevinOrato,https://x.com/KevinOrato
kennmu18,@kennmuch18,"Please send my token bought through mpesa,mtr no.37181338577",20-Jun,,,1,https://x.com/kennmuch18,https://x.com/kennmuch18
Kenya,@PaulMunyua16,Trying to buy token on meter number 37168061515 my mobile number is 0716479709,20-Jun,,,,https://x.com/PaulMunyua16,https://x.com/PaulMunyua16
karen,@karenmutende,"Not able to buy token . Transaction failed, M-PESA cannot complete payment of Ksh2000.00 to KPLC PREPAID. The Organization's system receiving the payment experienced some technical challenges, try again later.",20-Jun,1,,2,https://x.com/karenmutende,https://x.com/karenmutende
Omosh Odhis Rotich,@Karis56488758,@KenyaPower_Care how long do I have to wait for token units ????,20-Jun,,,1,https://x.com/Karis56488758,https://x.com/Karis56488758
Activism Baddie,@Rayshery_,@KenyaPower_Care we can’t manage to buy token! Something is wrong with your systems,20-Jun,,,2,https://x.com/Rayshery_,https://x.com/Rayshery_
Mary Vaati,@vaati_marie,Guys it's already evening and the tokens are not being received since I bought...what is happening am in darkness!!,20-Jun,,,2,https://x.com/vaati_marie,https://x.com/vaati_marie
Kijanah,@Kijanahh,why cant i buy token 14107688906,20-Jun,,,1,https://x.com/Kijanahh,https://x.com/Kijanahh
pius,@pius1515506,@KenyaPower_Care hello  hello I paid token. But yet to receive the token message.. I also need to know how to update the token meter,20-Jun,,,,https://x.com/pius1515506,https://x.com/pius1515506
Sammy Allan,@sarmmyallan,@KenyaPower_Care  you cant even respond to all these people writing about failed token purchase???,20-Jun,,,2,https://x.com/sarmmyallan,https://x.com/sarmmyallan
ken,@Njuguna__,@KenyaPower_Care is there an issue with the purchase of Tokens kindly assist,20-Jun,1,,,https://x.com/Njuguna__,https://x.com/Njuguna__
Jibat Tamirat,@JibatTamirat,"Hello. I paid for token but didn't received token. 

Please see the mpesa message

SFK343YCDH Confirmed. Ksh1,000.00 sent to KPLC PREPAID for account 01450552060 on 20/6/24 at 6:02 PM",20-Jun,,,,https://x.com/JibatTamirat,https://x.com/JibatTamirat
pius,@pius1515506,@KenyaPower_Care hello I paid token. But yet to receive the token message.. I also need to know how to update the token meter,20-Jun,,,,https://x.com/pius1515506,https://x.com/pius1515506
Eaglestooth,@Eaglestooth,Tokens are not purchasing,20-Jun,,,2,https://x.com/Eaglestooth,https://x.com/Eaglestooth
Anne Kamau,@annejaepa,Can you please send me the token for account 04217300864. It's been more than an hour now,20-Jun,,,1,https://x.com/annejaepa,https://x.com/annejaepa
Christine kimani,@wawirakim18,@KenyaPower_Care what's up with the token system? It's not making any purchase! @KenyaPower  shughulikeni bana,20-Jun,,,,https://x.com/wawirakim18,https://x.com/wawirakim18
JacQue,@jacque_kaspun,@KenyaPower_Care is there an issue with buying tokens. I am unable to buy tokens. Kindly help,20-Jun,,,,https://x.com/jacque_kaspun,https://x.com/jacque_kaspun
Susan Njogu,@suzzyloise,"@KenyaPower_Care am trying to load my token mtr and am being told there are technical issues, what do I do?",20-Jun,,,1,https://x.com/suzzyloise,https://x.com/suzzyloise
Albertthablacksheep,@goddot316,Hello…hv bought tokens they are not coming  mtr 37187158474,20-Jun,,,1,https://x.com/goddot316,https://x.com/goddot316
Martha,@Martha17087796,Been having loading my tokens...meter number 37172297766,20-Jun,,,1,https://x.com/Martha17087796,https://x.com/Martha17087796
cynthia suzie make,@SuzieMake,"Hi having a challenge purchasing tokens via mpesa. It's says Transaction failed kindly assist.
Meter No.37196196465",20-Jun,,,,https://x.com/SuzieMake,https://x.com/SuzieMake
Ednah Ombaso,@ednahombaso,Are you guys here or in prison? We've been reporting that we are unable to buy tokens but no response. Your systems are not working,20-Jun,,,,https://x.com/ednahombaso,https://x.com/ednahombaso
Morris Mbithi,@KingMbithi,"@KenyaPower_Care SFK643GIDM Confirmed. 500.00 KSH paid to KPLC PREPAID, 888880  for account number 14271617889 via M-PESA App.

Paid for tokens an hour ago but haven't received them",20-Jun,,,1,https://x.com/KingMbithi,https://x.com/KingMbithi
Kenya,@PaulMunyua16,"Hi,trying to buy token but it rejecting from the mpesa 37168061515",20-Jun,,,,https://x.com/PaulMunyua16,https://x.com/PaulMunyua16
Levis lieut,@levis_lieu98400,Najaribu kubuy tokens but haziendi Through,20-Jun,,,,https://x.com/levis_lieu98400,https://x.com/levis_lieu98400
Caesar,@ignatius_caesar,"@KenyaPower_Care who has sent you? We can't buy tokens at this critical moment.

#RejectFinanceBill2024inTotality",20-Jun,,,,https://x.com/ignatius_caesar,https://x.com/ignatius_caesar
X-Judge,@nakuruguy,@KenyaPower_Care why can't I purchase tokens,20-Jun,,,1,https://x.com/nakuruguy,https://x.com/nakuruguy
Hamza Kombo,@HamzaKombo94,@KenyaPower_Care can’t receive my token .. what’s the problem Mtr. No 37169140755,20-Jun,,,2,https://x.com/HamzaKombo94,https://x.com/HamzaKombo94
Kkuru98,@kkuru982,Hello @KenyaPower_Care am unable to buy tokens through MPESA says there is a technical problem with your payment system kindly help,20-Jun,1,,1,https://x.com/kkuru982,https://x.com/kkuru982
Rhodah Karimi,@KarimiRhod23522,Tring to buy token but keeps on rejecting. Meter number 22213878543,20-Jun,,,,https://x.com/KarimiRhod23522,https://x.com/KarimiRhod23522
Adicax,@cacxy,"@KenyaPower_Care what happening, bought tokens like an our ago and upto now not yet received the tokens.. I'm in darkness...!",20-Jun,,,1,https://x.com/cacxy,https://x.com/cacxy
Kingslay,@c_marube,Hi@KenyaPower I am having problems buying tokens meter number 37267342451 kindly help,20-Jun,,,1,https://x.com/c_marube,https://x.com/c_marube
Whistle Blower - Revolutionist,@JuniorKe_,@KenyaPower_Care i tried buying tokens but it's not going through sort technical services kindly am in the dark Kisumu,20-Jun,,,,https://x.com/JuniorKe_,https://x.com/JuniorKe_
Don,@LeDonn7,"Kindly check my meter. I cant key in tokens nor check balance.
Meter number 54602339431",20-Jun,,,2,https://x.com/LeDonn7,https://x.com/LeDonn7
John Ndira. XPLUS,@jndirake,@KenyaPower_Care @KenyaPower Ive bought tokens for 100 for 14240708595 using MPESA from 0701469*** but haven't received message. Please check and send. Thank you.,20-Jun,,,,https://x.com/jndirake,https://x.com/jndirake
E mwangi Property,@ly_mwangy,"I bought tokens for my meter ...have t received message yet 

Mtr no. 22214080941
0716810220",20-Jun,,,,https://x.com/ly_mwangy,https://x.com/ly_mwangy
Krystel G,@g_krystel,"@KenyaPower_Care 
Need to buy tokens.
How do we respond to this 'Transaction failed, M-PESA cannot complete payment of Ksh1,000.00 to KPLC PREPAID. The Organization's system receiving the payment experienced some technical challenges, try again later.'?",20-Jun,,,,https://x.com/g_krystel,https://x.com/g_krystel
kevin wangombe,@KWangombe530,@KenyaPower_Care kindly send me my latest tokens that I have bought my meter no is  14284739498. No message has been received and am in the dark and I need to work,20-Jun,,,,https://x.com/KWangombe530,https://x.com/KWangombe530
Cece,@CiaraMueni_,I'm having difficulties buying tokens meter number 37267278556,20-Jun,,,1,https://x.com/CiaraMueni_,https://x.com/CiaraMueni_
Michelin Maremwa,@MMaremwa34326,Haven't received any messages from Kenya power for meter update and I cannot purchase tokens my meter number is 14251487907,20-Jun,,,1,https://x.com/MMaremwa34326,https://x.com/MMaremwa34326
Arcadius,@arc_di,@KenyaPower_Care trying to buy tokens but not going through is your system working,20-Jun,,,,https://x.com/arc_di,https://x.com/arc_di
Lyn,@lynmbits,@KenyaPower_Care unable to purchase tokens....kindly confirm if there's an issue,20-Jun,,,,https://x.com/lynmbits,https://x.com/lynmbits
manulima,@BongeEric,hello have bought tokens but have not received my meter no is 37196294815,20-Jun,,,,https://x.com/BongeEric,https://x.com/BongeEric
Joyelymuriuki,@joyelymuriuki,I can't seem to purchase tokens via mpesa. Kindly assist. Meter number is 14271682131,20-Jun,1,,2,https://x.com/joyelymuriuki,https://x.com/joyelymuriuki
Elijah,@elijah_abebe,@KenyaPower_Care what is the issue with the token issuance?,20-Jun,,,,https://x.com/elijah_abebe,https://x.com/elijah_abebe
Frank Okong'o,@FrankOkongo,Why is your system not accepting token purchases from Mpesa this evening?,20-Jun,,,,https://x.com/FrankOkongo,https://x.com/FrankOkongo
Mary Vaati,@vaati_marie,"@KenyaPower_Care 
SFK941KVRB Confirmed. Ksh100.00 sent to KPLC PREPAID for account 37169637206 on 20/6/24 at 5:48 PM 

Si mnitumie tokens zangu yawa eeeish!",20-Jun,,,,https://x.com/vaati_marie,https://x.com/vaati_marie
§ophisticated Gooner,@QevoKelvin,"Meter number is 14420224256,,I haven't received my tokens",20-Jun,,,1,https://x.com/QevoKelvin,https://x.com/QevoKelvin
BILL_SAFU,@Bill_safu,Trying to load tokens but keep on rejecting. No mistake on the meter number - 37196273421 is my meter number,20-Jun,,,1,https://x.com/Bill_safu,https://x.com/Bill_safu
alex mutia,@alex_mutia,Have bought token but not yet received meter no 37221327663 about an hour ago,20-Jun,,,,https://x.com/alex_mutia,https://x.com/alex_mutia
Allan Ligare,@amligare,@KenyaPower_Care what's happening with the token system? Unable to make purchases.,20-Jun,,,,https://x.com/amligare,https://x.com/amligare
Jepkorir Sharon,@JepkorirSharon2,"Hello kindly I need my tokens. My lights bout to go off.

37165539927

SFK643MWC8 Confirmed. Ksh100.00 sent to KPLC PREPAID for account 37165539927 on 20/6/24 at 6:00 PM New M-PESA balance is. Transaction cost, Ksh0.00.Amount you can transact within the day is 499,820.00.",20-Jun,,,1,https://x.com/JepkorirSharon2,https://x.com/JepkorirSharon2
Michelin Maremwa,@MMaremwa34326,Haven't received any messages from Kenya power and I cannot purchase tokens how can you help,20-Jun,,,1,https://x.com/MMaremwa34326,https://x.com/MMaremwa34326
Brown,@BrownB0bby,Hi @KenyaPower_Care I have bought tokens I've waited for a response for over a day please help me fix it,20-Jun,,,,https://x.com/BrownB0bby,https://x.com/BrownB0bby
John Njiraini,@john_njiraini,@KenyaPower_Care Bought tokens two hours ago and still waiting for processing??!,20-Jun,,,,https://x.com/john_njiraini,https://x.com/john_njiraini
BILL_SAFU,@Bill_safu,Trying to load tokens but keep on rejecting. No mistake on the meter number - 37196273421 is my meter number,20-Jun,,1,1,https://x.com/Bill_safu,https://x.com/Bill_safu
Florence Mngoda,@Empres_Divine,@KenyaPower_Care  we cant buy tokens,20-Jun,,,,https://x.com/Empres_Divine,https://x.com/Empres_Divine
𝓓𝓔𝓝𝓝𝓞𝓗,@Dennoh_fenal,@KenyaPower_Care tell me why I can't pay for tokens?,20-Jun,,,1,https://x.com/Dennoh_fenal,https://x.com/Dennoh_fenal
Beryl Mate,@mate_beryl59186,@KenyaPower_Care i cant buy tokens . Metre number 14246605282.,20-Jun,,,,https://x.com/mate_beryl59186,https://x.com/mate_beryl59186
kevin wangombe,@KWangombe530,"Please @KenyaPower_Care kindly check my dm
I haven't received my tokens i bought today
My meter no 14284739498",20-Jun,,,1,https://x.com/KWangombe530,https://x.com/KWangombe530
mario,@marioyuso,I have not the received the token for ac no 54400919236 yet I have paid 1000,20-Jun,,,,https://x.com/marioyuso,https://x.com/marioyuso
Michelin Maremwa,@MMaremwa34326,Haven't received any messages from Kenya power and I cannot purchase tokens how can you help,20-Jun,,,1,https://x.com/MMaremwa34326,https://x.com/MMaremwa34326
Brown,@BrownB0bby,Hi @KenyaPower_Care I have bought tokens I've waited for a response for over a day please help me fix it,20-Jun,,,,https://x.com/BrownB0bby,https://x.com/BrownB0bby
John Njiraini,@john_njiraini,@KenyaPower_Care Bought tokens two hours ago and still waiting for processing??!,20-Jun,,,,https://x.com/john_njiraini,https://x.com/john_njiraini
BILL_SAFU,@Bill_safu,Trying to load tokens but keep on rejecting. No mistake on the meter number - 37196273421 is my meter number,20-Jun,,1,1,https://x.com/Bill_safu,https://x.com/Bill_safu
Florence Mngoda,@Empres_Divine,@KenyaPower_Care  we cant buy tokens,20-Jun,,,,https://x.com/Empres_Divine,https://x.com/Empres_Divine
𝓓𝓔𝓝𝓝𝓞𝓗,@Dennoh_fenal,@KenyaPower_Care tell me why I can't pay for tokens?,20-Jun,,,1,https://x.com/Dennoh_fenal,https://x.com/Dennoh_fenal
Beryl Mate,@mate_beryl59186,@KenyaPower_Care i cant buy tokens . Metre number 14246605282.,20-Jun,,,,https://x.com/mate_beryl59186,https://x.com/mate_beryl59186
kevin wangombe,@KWangombe530,"Please @KenyaPower_Care kindly check my dm
I haven't received my tokens i bought today
My meter no 14284739498",20-Jun,,,1,https://x.com/KWangombe530,https://x.com/KWangombe530
mario,@marioyuso,I have not the received the token for ac no 54400919236 yet I have paid 1000,20-Jun,,,,https://x.com/marioyuso,https://x.com/marioyuso
Stanely chege,@StanelyChe457,"Hello Kenya Power I bought tokens  worth 100 and 50 shillings respectively and I have not received my code for the both request. 
Here is my meter no :54500134637.
Kind regards.
@KenyaPower_Care",20-Jun,,,,https://x.com/StanelyChe457,https://x.com/StanelyChe457
knight,@ain_keem,@KenyaPower_Care i can't buy token. What's up,20-Jun,,,1,https://x.com/ain_keem,https://x.com/ain_keem
Brown,@BrownB0bby,@KenyaPower_Care check DM. We're trying to get tokens,20-Jun,,,,https://x.com/BrownB0bby,https://x.com/BrownB0bby
Mr. Ngere,@silobolt6,@KenyaPower_Care are you guys having issues with your token payment via MPESA,20-Jun,,,1,https://x.com/silobolt6,https://x.com/silobolt6
Helter Skelter,@Ngafocus,Hello is there any issues with paying tokens??,20-Jun,,,,https://x.com/Ngafocus,https://x.com/Ngafocus
Bella,@Its_BellaKE,"@KenyaPower_Care why can't I purchase tokens, is there an issue with the system?",20-Jun,,,1,https://x.com/Its_BellaKE,https://x.com/Its_BellaKE
Solo Spirit Sizzle,@OfficielBY,"@KenyaPower_Care Hi, bought tokens since morning but haven't received it.  ACC. 37155893953 Thanks.",20-Jun,,,1,https://x.com/OfficielBY,https://x.com/OfficielBY
Catch-King,@BrianMayans,Ata nyinyi mnareject finance bill? It's been an hour sipati tokens. Transaction code SFK83ZHYOA,20-Jun,,,2,https://x.com/BrianMayans,https://x.com/BrianMayans
Nyakinyua,@nyaks4,Kindly check dm for my query...token not loading meter no: 54400453137,20-Jun,,,,https://x.com/nyaks4,https://x.com/nyaks4
Martin Karuana~,@Karuana_ke,@KenyaPower_Care @KenyaPower I bought tokens I am yet to receive  them my account is 54607248041 . I am not sure if I am scheduled for update . Assist,20-Jun,,,1,https://x.com/Karuana_ke,https://x.com/Karuana_ke
Coly Wanday,@ColyStudios,@KenyaPower_Care No token messages coming back???,20-Jun,,,2,https://x.com/ColyStudios,https://x.com/ColyStudios
caroline.kaburu,@caroline_kaburu,SFK63YL6DE Confirmed. Ksh100.00 sent to KPLC PREPAID for account 46201119651 on 20/6/24 at 5:28 PM New.  My Token,20-Jun,,,,https://x.com/caroline_kaburu,https://x.com/caroline_kaburu
peaches,@__wangui,"@KenyaPower_Care is there a problem with buying tokens 
Check DM",20-Jun,,,,https://x.com/__wangui,https://x.com/__wangui
