Post,Vader_sentiment_label,Post Link
kindly restore power meter number,positive,
thank acknowledging query without power nearly months disconnection caused myriad inconveniences disruption urgently need issue resolved today kindly prioritize case restore power today thank,positive,
baridi please restore electricity power hours,positive,
power zimmerman since till plans restore back,positive,
greetings kindly power went morning obama estate kindly restore back,positive,
need help delayed token dm metrer number response,positive,
someone pliiz come aidits week since took faulty transformerbeen without power ever since ac nokindly restore power,negative,
two weeks still darkness delay issue reported early enough,negative,
bought tokens twice havent gotten confirmation message kindly assist delay something,positive,
getting delay purchased token,negative,
tokens delay nimetuma message dm work please,neutral,
restore power ngong told planned maintenance,positive,
power outage ngong town zambia area since early morning maintenance schedule today kindly restore back lights,positive,
kindly get back tocken message meter number delay much,positive,
problem getting tocken message back meter number delay long,negative,
possible restore electricity mlolongo phase mtr,positive,
possible restore electricity mlolongo phase mtr,positive,
possible restore electricity mlolongo phase mtr,positive,
pm restore power clifftop,positive,
unable restore power section behind deliverance church kayole mwangaza secondary school,positive,
possible restore power buruburu phase muhumo court part estate powerpart darkness,positive,
please restore power fully guango area shopping center power back parts still darkness acc chuma mbili,positive,
power outage last hours meter number kikuyu thogoto back many unexplained outages please urgently restore power,positive,
please restore electricity utawala kwa chief elec others dont many acc,positive,
past pm kindly restore power clifftop estate muchatha,positive,
power umoja peacock e since pm kindly restore,positive,
officers frustrating business people residents kitale need bribe someone power restored area,negative,
mains power reference pm yesterday nd transformer ngundu primary school near emmanuel church affecting consumers onlynot restoredkindly assist,neutral,
kindly restore power darkness days ref,positive,
mains power reference pm yesterday nd transformer ngundu primary school near emmanuel church affecting consumers onlynot restoredkindly assist,neutral,
mains power reference pm yesterday nd transformer ngundu primary school near emmanuel church affecting consumers onlynot restoredkindly assist,neutral,
morning day power still yet restored please resolve,positive,
power restored mumbuni machakos thank,positive,
long take restore power outages two days without power malili market along mombasa roadand stuff loitering everywhere night drinking cheap liquor instead working restore power asp,positive,
kindly note experiencing power outage moment please assit us restore power located along khayega shinyalu road near friends church ikuywa area acc number,positive,
kindly restore power account shukran,positive,
please check dm whole kileleshwa tabere crescent lights since morning restored,positive,
please please restore power ac lights since yesterday,positive,
dont power yesterday evening githurai guys restore thank,positive,
please check phase meter number phase failure since tried reporting incident service report incident unavailable please help restore power asap,positive,
days later still darkness ive reported many times countless reference numbers youve decided restore power ive faithfully paying bills last years replacing one pole takes forever,positive,
lights flickering since last night ongata rongai please restore normal,positive,
kindly restore power meter darkness since yesterday evening,positive,
please restore power kinoo junction muhuri road meter number,positive,
soweto stepa nairobi experiencing power outage since saturday nothing done kindly request action restore power black,negative,
electricity meter kindly restore work,positive,
power kingorani mombasa problem power restored acct,negative,
please restore power tinganga kiambu account today begins rd day without power,positive,
ref kenya power care ref whole week passed since took transformer plunging us darkness communication team power restored alternative given,positive,
meter number area rongai past metropolitan along challenge road electricity maintenance area today kindly assist restore,positive,
scheduled power maintenance rongai metropolitan area yet theres electricity kindly assist restore political climate cant afford dark,positive,
kindly help restore power reporting channels power hrs counting,positive,
kindly dont power utawala amani court pm kindly restore meter,positive,
residents soweto stepa nairobi dark since saturday nothing done situation upto datewe therefore request guys something restore power outage,positive,
ask bribes paid tokens need value money restore electricity cfsk roadbims apartmentsmeter suffering yet staff asking money sad kenya want,negative,
highly unacceptable paid tokens staff want brbed restore electricity suffering thinking money meter restore electricity utawala cfsk road,negative,
token message delay since sunday account ref jul eat,negative,
please restore power long overdue,positive,
dont power last night raised ticket closed comments power restored one called confirm power restored today called contact center new ticket raised,positive,
power gone kitengela old namanga road hours kindly restore mtr,positive,
th days without power tola area near bob haris road kiambu kindly restore transformer really inconvenienced,positive,
power since saturday kindly restore mtr,positive,
power since morning kisumu mambo leo area please restore,positive,
kindly restore lights across nation,positive,
tokens delay,negative,
delayed tokens meter kindly help,positive,
hello im report power outage ngorobich kabimoi eldama ravine since pm weve called eldama ravine station since theyre arrogant responding kindly assist us restore power,positive,
people joke alotplease restore power wangige,positive,
power dimming since yesterday account number attempts reaching agents via customer service contacts futile kindly restore,positive,
hellow power outage abadare wangige near caroline school please restore asap,positive,
power area long kindly restore check dm details,positive,
fedha embakasi power since last night working restore power,positive,
help restore power donholm greenfields phase seems power line working since yesterday rest area power,positive,
restore power back estate serve every kenyan dignity,positive,
whole without power mirema next safari park estate restore power safari park estate left us without power entire week kenyans,positive,
second day without power matasia something resolve customer service worst unprofessional restore power matasia meter number,negative,
ac power please check restore asap,positive,
kindly restore power kinoo muthiga area complaint power since yesterday,positive,
restore power ndonya mtwapaoutage since pm reference number working,positive,
days still power restored jericho estate whats issue please enlightened,positive,
happening power ngong kibiko area since morning power issues whole week constantly kindly restore,positive,
areas ruaraka parts mathare north huruma darkness two days nothings done yet areas really safe try restore power back thank,positive,
transformer mama ngina restoredits weekkinootransformer kinoo,neutral,
kindly restore power matasia power outage last hrs despite planned outage area account,positive,
people start asking clients charges come restore powerthe team sent claimed well wait sunday issue taken care came later put power back bribed,positive,
dont power maasai lodge road near selengei estate please restore,positive,
experienced power outage last days komarock ph near naivas supermarket kindly restore power ac,positive,
mnataka tupiganie future beg electricity restored area tangu saa tisa hakuna stima ama tushuke na nyinyi ju businesses jobs zinaharibika,positive,
since monday lights tuesday came took transformer wonder whats happening upto today havent seen anyone wonder untill stay darkness tomorrow friday wont restored stay darkness untill mondy,negative,
kindly restore electricity area tokea mchana hakuna stima meter number,positive,
power outages since yesterday seasons rd kasaraniwhats fussexpedite amp restore power asap,positive,
anyone customer care desk calls go unanswered actions fault takes forever someone reach restore meter hours later still invalid genz impunity iko hapa,positive,
restore power mivida homes,positive,
power since line serving account please restore power complained sotik office since morning reaction,positive,
power area bamburi mzungu estate kindly restore power meter number,positive,
kindly restore power ndaragwa town,positive,
black kilimani kirichwa gardens please restore power scheduled maintenance area today ac,positive,
powerkindly restoreac,neutral,
kindly restore power supplyit cannot whenever rains powers whole night restored following pmthis happened twice today scheduled hv power kindly fix thismtr spring valley kayole junction,positive,
people lucky summer ruaraka constituency havent power since tuesday havent running businesses u take action restore power,positive,
kindly restore power arwings khodek mtr number,positive,
weve lights donholm phase since tuesday pm yet nothing done kindly restore power already sent details inbox,negative,
th day still counting losses losses daily disconnecting power gitaru mlango soko area ignoring pleas like technicians kikuyu wants bribed restore power get us wont bribe,negative,
please restore power langata area,positive,
power outage langata wasnt scheduled today restore aki ac,negative,
power langata area yet arent scheduled maintenance kindly restore power,negative,
please restore power powerstar rungiri kiruis apartment meter phased outage guys power,positive,
refer kindly advise restore power since notice disconnection due maintenance pm still dont power greensteds nakuru,positive,
getting hand end month mtaleta bill tulipe nini power third day row outrageous kindly restore power supply ngong memusi road okello lane,positive,
kindly restore power ac,positive,
ive power days reported matter nothing done someone kind enough help two days pm power restored today another power failure surely ref please get assistance,positive,
pse refrain john mwangi ask whether power restored field technicians available end,positive,
power outage last days today maintenance around kasarani seasons power yet restored inconveniences tckt meter number,positive,
please restore power tired complaining nothing done resolve issue,negative,
upto still dont power really going level incompetence annoying restore power,negative,
time planning restore power complaining since yesterday issue hasnt resolved yet annoying sort asap,positive,
thigiri view whole thigiri area power since monday updates please inform status power likely restored,positive,
please urgently restore power gitaru mlango soko area whole week darkness bwana pple want us earn living yet work online,positive,
light komarock since yesterday pm kindly restore something,positive,
kindly restore power thika town cant operate get services require power,positive,
please restore supply,positive,
days darkness olkalou south scheme need power restored noon,positive,
power outage restore electricity account,positive,
power outage restore electricity account,positive,
kindly complaint ac still lights since yesterday please restore,positive,
kindly restore lights silanga road karen days ac,positive,
ignoring suffering line busy heading days power outage meter please restore im total darkness businesses sailing,negative,
hi reported power failure yesterday given ref staff called pm ask whether power restored tried call back pm didnt pick still darkness last days,negative,
days since called report outage solution response dm kindly advise need done power restored account,positive,
power outage ngoigwa bamboo th street hours complete darkness kindly restore power,positive,
sunday th july dont power oloirien farmers area totally dont understand welll team switches power sunday dont ask meter numbers serves purpose restore electricity,positive,
house hasnt power pm houses around power restored pm mine restored could issue,positive,
power kindly restore,positive,
please support restore power mlolongo utawala parts kayole boosters areas really impacted since friday last week grid stable areas ref issued mlolongo,positive,
aware day power kinoo sort games guys playing long take restore power,positive,
power since westlands rhapta road please restore power,positive,
power kayolethere euro semi finalkindly emergency team restore power us,negative,
restore power mama ngina days give clear updates,positive,
kindly restore power supply mlolongo,positive,
kindly restore power silanga road acc,positive,
donholm office mere joke sheepshingly giggling customer care ladies many days take restore power court smh,positive,
kindly restore back power refrence number emargency situation,positive,
please restore ac still lights since morning,positive,
power second day hii sasa ni matharau right juu ya mvua kidogo tu restore power memusi road okello lane,positive,
wrong reach publicly like someone power restored area ac entering third hour power decent enough answer dms,positive,
kindly restore ac lights since morning please restore,positive,
electricity kindly restore much day ends please,positive,
kindly restore ac lights since morning,positive,
electricity since yesterday pm cant even report incident pls restore power,positive,
power restored,positive,
low voltage power got restored kindly assist,positive,
hope power restored today,positive,
kindly confirm working restore power utawala tendo estate metre number responding,positive,
ngong town around stadium electricity havent restored since sunday work moving around nothing boring tried call kplc ngong still nothing,negative,
made payment account number hrs ago power yet restored kindly advise,positive,
plz restore power kidfarmaco spring road kikuyu havent power since yesterday acc,positive,
kindly restore power ac lights since morning,positive,
restore electricity account,positive,
delay token numbers like situation paid tokens rd day havent seen massage want sevive wen goes today,negative,
tokens delayed meter number nisomee,negative,
kindly urgently restore lights parts kinoo environs weve nights since last night work food go stale point landmark mama ngina primary kinoo,positive,
still waiting power restore spite showing compliant reference resolved last night got another compliant reference response,negative,
good morning kplc team please restore power kikuyu town acc power went thank,positive,
hakuna power kwa riverside estate near naidu hospital thika near blue post hotel please restore,positive,
kindly urgently restore lights parts kinoo environs weve nights since last night work food go stale point ludicrous excuses work lights almost twicethrice every week,positive,
power outage umoja near cathsam school since hrs affecting houses send tech guys restore power cc,positive,
yall announce outage rungiri area power back restore,positive,
please assist restore power phase failure reported via complaint number thank,positive,
restore power matasia power outage last hrs despite planned outage area account,positive,
please restore power ac,positive,
kindly restore power ac,positive,
power outage matasia last hrs please restore account number comes goes kindly fix,positive,
power arboretum drive kindly please restore,positive,
whats please restore power bee centre,positive,
power since morning kindly restore mtr,positive,
experiencing power outage komarock ph kindly restore power ac,positive,
blockout please restore power umoja,positive,
kindly restore power bee center meter power since pm,positive,
dont power account utawala mihango see neighbors power restored please assist,positive,
power ongata rongai masai lodge since early morning expect power restored,positive,
power restored rongai masai lodge rd since morning havent power,positive,
power outage matasia last one hour account number kindly restore,positive,
hello power thome garden estate elgon avenue since hrs please restore thanks,positive,
kindly restore power,positive,
reporting power outage area yesterday night httpupdateno signs assistance even reportingths meter refnokindly arrangements restore back power,positive,
power midday mtr utawala mihango kibiku police post please assist restore stuff get destroyed,positive,
please restore power along ambassador area moi avenue meter tired blackouts cbd,positive,
good afternoon power outage early morning hours reported hours ago complaint number please power restored,positive,
still power ac since yesterday please restore,positive,
please restore lights area metre dm,positive,
kindly restore power lights since last night kindly restore,positive,
restore lights mwihoko two nights slept without electricity happened customer care,positive,
power since pm today karen feedback dm status restored,positive,
kapsoya eldoret darkness please restore power,positive,
power outage machakoskindly restore,positive,
mutego area lenana garden apartment meters lenana school please restore power,positive,
power kwa nyanya stage btl since yesternight ac number please restore lights,positive,
kplc wen planning restore power ac,positive,
good evening trust well thank response power outage kindly restore electricity account,positive,
kindly restore power ac,positive,
kindly restore power mtrno power since yesterday,positive,
still waiting resolution one contacted neither power restored occupykplc need understand problem know supplied electricity illegally,negative,
restore power ruaka,positive,
restore power ruaka,positive,
restore power ruaka,positive,
restore power ruaka,positive,
restore power kayole behind kayole social hall took transformer two weeks go nothing done yet businesses affected please,positive,
power outage kindly restore,positive,
guys really messed upshame kabisa since yesterday pm power milimani kisumuwe called hours responsecame office lied faces power would restored within hrsillystill power upto amwtf,negative,
hello lost power last night maragua samar area please help restore ac,positive,
cant guys restore token system kpl network metres corruption high among workers,negative,
power around muranga town kindly restore,positive,
delay prepaid tokens,negative,
dont power raphta road westlands plzzz restore send team fix problem,negative,
kindly restore power milimani kisumu meter number,positive,
could please power restored along st michaels road westlands account number,positive,
restore electricity account,positive,
restore electricity account number,positive,
restored thank,positive,
kindly restore lights account lights since morning please,positive,
githurai darkness meter number kindly restore ndio tupige nguo za sunday pasi,positive,
githurai darkness meter number kindly restore ndio tupige nguo za sunday pasi,positive,
black kayole behind dos officenairobi two weeks residents businesses affected black pose serious security issue long take lights restored,positive,
transformer blast extremely dangerousplease restore new transformer sort constant power outages power along maimahiu road due blast dangerous,negative,
really need bring lasting solutions power outages tmall maimahiu road installed new transformer last year thought problem solved team come remove return old transformer restore power,positive,
dont power since today morning nyagoko rarieda kindly restore power asap,positive,
please restore power ac,positive,
honestly restore lights mwihoko restored areas expect mwihoko saturday serious,positive,
middle baking mna anua stima na hakunyeshi surely whymeter number please restore power thanks,positive,
thanks power restored,positive,
please restore power bee center nasra estate,positive,
still dont lights since yesterday kindly assist restore please acc near murera pri school mugutha,positive,
hello still power restored kindly assist fluctuation power kirigiti roundabout area metre number,positive,
restore lights juja,positive,
power mugutha near murera pri school acc restore kindly,positive,
unable update meter bought tokens later confirm whether could delay units units kindly assist picking calls neither respondin dm,positive,
hey good evening kplc trust well power since mid day today gathiga ack stephens gathiga matatu stage please please come restore power back us meter number name peter mathu,positive,
please restore stima kayole tafazali th day hatuna ata maji,positive,
restore power area donholm hours without power,positive,
long take power restored back donholm considerate entire day disconnect whatever maintenence need night get home work others need work,positive,
good evening still power despite getting response team ground theyre working restore hours frustrating,positive,
hi surely since morning disconnect lights night restore power back donholm,positive,
please restore power ac,positive,
good evening outage since pm today seems theres problem post connection please send technicians restore situation magwagwa shopping centre nyamira county acc,positive,
restore power kinoo long continue,positive,
black ac please restore electricity,positive,
black ac please restore electricity,positive,
hello understand efforts supply power would kindly restore power kinoo meter number,positive,
hey guys power places along wayaki way notice given care assist restore power issue,positive,
kindly restore power,positive,
delay getting tokens whats issue ive paid yet get tokens,negative,
restore power kinoo guys started frustrating us us work home come ooon,negative,
please restore us power donholm harambee sacco huma hills court houses court dont electricity yesterday evening,positive,
power days due post fallen along road balizi estate muthaiga north long take carry repairs restore power,negative,
kindly restore power muthiga around st peters hospital,positive,
restore power kinoo,positive,
maintenance list today power since restored pm kwani maintaining,positive,
kindly urgently restore lights kinoo environs food preserve,positive,
restore supply,positive,
power yet restored almost hours later,positive,
power muthumu area wangige since morningkindly restore account number reference,positive,
power muthumu area since morningkindly restore account number,positive,
metre number kindly ensure restore power area tomorrow questions ask president,positive,
whats issue st hunters link roadblackout dayi wanna use tokenstake necessary actions restore power,positive,
wadau kindly check power around korusoin dam nearest landmark got alila dr robert ouko primary school please check restore power thanks advance,positive,
thursday wahala restore power please acc made promises clients al deliver todaymniambie mapema hairudi nijisort,positive,
power muthumu area since morningkindly restore account number,positive,
goodmorning technicians working gitaru mlango soko area please urgently restore power taayad power cut offs everyday allow us also earn living bwana,positive,
kasarani sunton cl clay city ward lights kindly inform maintenance team come work today kindly always go weeks count loses please restore time,positive,
good morning kenya power kindly check reference number power one phase serving us githanji estate kenol muranga next githanji primary school githanji police post please assist restore power,positive,
experiencing black zimmerman pm yesterday till noware plans underway restore power back today,positive,
electricity restored,positive,
kindly restore power,positive,
lights acc kindly restore,positive,
good afternoonkindly restore meter cease workingmeter bomet chepalungukindly assist thanks,positive,
please restore power acc power outages every day morning disruptive us working remotely,positive,
power ngong oloosurutia primary school since yesterday pm care restore,positive,
hello experiencing power outage kenyatta road report reference number kindly restore power,positive,
electricity gikambura around gicharani catholic church since saturday days without electricity please assist ensure power restored thank,positive,
restore power since pm,positive,
hello restore power highpoint tonight,positive,
need electricity restored back donholm asap,positive,
kplc works yesterday power hrs daisha road mtwapa eagles nest bribed ppl kplc restore line one line asked could fix answer sure pay us ksh forward,positive,
pm lights restored,positive,
good afternoonkindly assist ruaka joyland area dont electricity us working home kindly assist restore electricity,positive,
dont power umoja near cathsam primary kindly look restore power thank cc,positive,
gooooood morning kindly restore power wendani meter power past hours,positive,
kindly restore power mtr near fadhili estate antioch community bible church outage since morning fixed issue three months ago requesting urgent assistance registering account power app unsuccessful,positive,
honestly kenya power despite incessant requests restore power house service pay adamantly refused take action meter number,negative,
please restore power line area surrounding akshar healthcare kikuyu town acc power supply unstable last weeks experiencing frequent blackouts anytime day several reports done,positive,
please restore power karenend,positive,
havent power mwanzo langas eldoret since wednesday th june us business people deal perishables undergone huge losses plan restore power,positive,
update lights restored,positive,
hello kibra power last three days planning restore,positive,
hello restore power nyautu area tinganga,positive,
power restored kiambaa chanting school area,positive,
theres power outage solved every week theres power outage fixed restore power,positive,
kindly restore power rongai,positive,
assist power restored,positive,
bought token yet received delay,negative,
hours without power hasnt power restored frustrating,positive,
hey made payment im still waiting text token number whats delay,negative,
token delay please sent sgtcc confirmed ksh sent kplc prepaid account pm,neutral,
token delay sgtcc confirmed ksh sent kplc prepaid account pm please sent,neutral,
delay token hrs meter number,negative,
delay buying tokens waiting receive message updating token meter,negative,
power still available area scheduled please restore power asap,positive,
happening hrs plus still comments communication expect restored,positive,
isnt power metre immediate environs close hours restored,positive,
time u planning restore power utawala ur emergency team ruai even picking calls,negative,
power chekigen area kesses constituency last weeks calls restored futile,negative,
hello power community road near syokimau jamia mosque kindly restore,positive,
without power langata since yesterday meter reference kenya power customer care operational today ive trying reach since response expect power restored,positive,
woke lights acc kindly restoreits sunday ffs,negative,
good morning please restore power area make sunday ac,positive,
delay tokens purchased tokens meter number delayed five days,negative,
power outage since buxton kindly intervene restore landmark buxton point,positive,
apologies dont work weekend restore power kinoo sawa,negative,
lights since yesterday managed report called donholm team power yet restored nowmeter number happening please assist find permanent solution transformer,positive,
hi second day since power area kindly help restore,positive,
hi second day since power area kindly help restore,positive,
kplc guys seriousi reporting power outage gikumene meru behind gikumene girls days nothing done yet even called kplc meru officeno actionjust promiseswe also reported kindly restore power,positive,
meter number weve power days since thursday losses weve gotten enough please please restore gitaru mlango soko area urgently,positive,
power kimbo mugutha area near titanic beach please restore,positive,
havent power since pm untill essy flats forest road kindly restore,positive,
kindly restore power fedha along standard drive court punished reported matter yesterday none responsiveness extremely annoying us work home require electricity pump water stocked food,positive,
kindly restore electricity fedha standard drive reported matter yesterday action taken us work home need pump water stocked food fridges none responsiveness extremely annoying,positive,
whole days darkwhyrestore elec ref tiring,neutral,
restore power umoja peacock week,positive,
please restore lights nkoroi ongata rongaitwo days nowits scary gunshots darkness rutomustgo,negative,
please restore lights nkoroi ongata rongaitwo days,positive,
please restore lights nkoroi ongata rongaitwo days rutomustgo,positive,
weve without power whole weekand official visited area kindly restore powermeter number,positive,
please restore lights nkoroi ongata rongaitwo days nowits scary gunshots darkness,negative,
please assist restore power kikuyu town near akshar healthcare acc experiencing daily balckouts despite reporting severally power restored hrs goes,positive,
please restore power ac,positive,
please restore power ac,positive,
musa gitau area power flickers blackout restored next day early late pm tried inbox complain seems kplc care doesnt pay attention care,positive,
restored,positive,
nd night going bed without lights kenya power yet anything kindly restore power,positive,
whats delay tokens,negative,
powerone phasemarigoine uthiruwaiyaki way phase complain restored hrs ago gone ac see suffer kplc help reach kplc md,negative,
wakurugenzi power outage around korusoin dam nearest landmark got alila dr robert ouko primary school please check restore thanks advance,positive,
power area gichungo restore power,positive,
kindly restore power us cannot possibly deny us power times,positive,
paid post balance yesterday power yet restored account number kindly check,positive,
please assist restore power kikuyu town experiencing daily black outs low voltage acc several reports done,positive,
long wait restore power supply back kandara muranga county,positive,
section neighborhood utawala darkness please help restore mtrs,positive,
nyamataro kisii power kindly check restore,positive,
hi care acc kihumo road power past hours adjacent users power though kindly help restore,positive,
kindly restore power account lights since morning,positive,
since yesterday power supply kandara muranga county annoying decide disconnect completely whats wrong restore back uninterrupted power supply nkt,negative,
please restore power mtr,positive,
tokens delay past hrs please advisemtr,neutral,
kindly restore power account lights since morning,positive,
im power whats delay,negative,
kindly restore power junction area near supreme supermarket metre,positive,
guys asking kickback restore power imara daima smh,negative,
power restored thank,positive,
kindly restore power junction kiuru area near beeston supermarket metre,positive,
kindly restore power meter number darkness yesterday evening,positive,
rd day without power kerarapon drive nkt expect power restored,positive,
power restored kindly look power issue area third avenue frequent power outages,positive,
restore power morning pm evening ac mnachosha,positive,
hellow power abadare wangige near caroline school please restore,positive,
power tassia kwa ndege kindly restore power,positive,
power black embakasi tassiakindly restore power,positive,
light gone kiambu ndenderu schedule kindly restore,positive,
please restore electricity area check dm details needed business,positive,
restore power nyamatarokisii black days,positive,
power outage please restore,positive,
kindly restore power dont utawala amani court meter,positive,
kindly restore power account thank,positive,
long take restore power common mwananchi gen z occupykenya rejectfinancebill revolution im anut shell darkness month today,positive,
zimeni nchi mzima finance bill well restore lost glory kplc hataamini rejectfinancebill,positive,
kindly restore connection account kisumu please assist,positive,
electricity restored hours without electricity,positive,
blackout since may attended ref issued also wish reset update please restore supply,positive,
lights come barely stay whole hours black yet th day happening ac please restore electricity,positive,
lights come barely stay whole hours black yet th day happening ac please restore electricity,positive,
power restored thanks,positive,
shanzu power nd say today please restore power,positive,
power outage area ac kindly restore,positive,
kindly restore electricity syokimau near hotel side near apple tree metre number since morning,positive,
restore power kitengela opposite manyatta housemeter numbermy number,positive,
like local emergency care centre number kilifi county dont respond calls neither bother restore power area darkness weeksits shame,negative,
people mess power areas dont announce scheduled maintenance restore power kitengelajua kali area meter number wrong people fucking weekend,negative,
people mess power areas dont announce scheduled maintenance restore power kitengelajua kali area meter number happening,neutral,
rd day black ac please restore electricity,positive,
kindly note experiencing black since thursday th moment weve darkness please assist restore power location along khayegashinyalu road near ikuywa friends church area acc,positive,
lights came back yesterday hours black ac please restore electricity,positive,
people mess power areas dont announce scheduled maintenance restore power kitengelajua kali area meter number,neutral,
please restore power area account,positive,
experiencing power black soweto stepa nairobi since evening kindly something restore power situation,positive,
response power outage last hrs please see dm courtesy even giving time line power restored,positive,
kplc kindly restore power ac,positive,
kindly restore lights mtwapa power loss frequent,positive,
restore lights sanford buana three weeks businesses,positive,
restore electricity gathiga,positive,
hello power restored area residence hrs without power meter number,positive,
ac power outage area kindly restore,positive,
hii ni uwizi ama ni nini bought today around delay usual saa hii natumiwa blank message kindly explain mpesa msg sfklfus confirmed ksh sent kplc prepaid account pm new mpesa balance,positive,
kindly restore power sichirai area lurambi kakamega since last evening dont power,positive,
kuna delay kwa token please right dark,neutral,
delay issuing tokens please check dm,neutral,
experiencing tokens delay kindly respond meter,positive,
dont power since yesterday sichirai kakamega please restore,positive,
power sigona since last night almost hrs later power hasnt restored kindly assist,negative,
electricity gathiga yesterday pm restore,positive,
electricity gathiga since yesterday pm restore,positive,
please restore power stay dark days without ni response field team inspite reports complaints fair meter number,positive,
hey pm alreadythe power already restored,positive,
dmed cant restore power come remove damn pole heads,negative,
problem still outstanding get power restored beyond frustration,positive,
black kilimani kirichwa gardens please restore power scheduled maintenance area today ac,positive,
kindly restore power south b balozi,positive,
kindly restore fuse giving us powerless nights muthiga transformer zawadi school along wambaa road,positive,
power since replaced transformer decides explode drizzling rain meter number help restore power,positive,
please restore power tala environs,positive,
kindly restore power highrise estate mbagathi road since morning,positive,
power since yesterday pm kindly restore,positive,
nopower ac please restore power area,positive,
hello thank responding complaint yesterday electricity restored lights went night still dont power area opposite kayole north primary schoolkindly assist,positive,
langata area around jonathan ngeno power since part scheduled maintenance restored soon,positive,
excuse ref wont help need power restored immediately,positive,
kindly restore power since yesterdayac,positive,
hello electricity huku mtwapa maweni since yesterday night till restore service please respond dms,positive,
become norm restore power back daysits ok one day need us,positive,
meter transformer blinks eye coward overstayed patience youll remove going restore power completely one youll terms since seems okay mediocrity,negative,
power since yesterday gataka arearongaiplease restore insecurity iko mbaya hii area joh account number mobile number land markapex boys high schoolbrooks hostels,neutral,
parts kamiti rd thika rd power outage kindly ask assistance restore thanks,positive,
kindly restore power kinoo regen ref kindly imperative,positive,
today really day cut power kindly urgently restore lights kinoo environs people businesses run work classes attend food preserve quit fix thank,positive,
please restore power umoja q start telling us update meters,positive,
power restored umoja q even water cant pumped tanks meaning forced buy water arent sure clean sometimes like talk badly guys dont seem care,negative,
issue power switched pumwani high rise kamukunji power restored weeks countingeven promising solve,positive,
hi addressing fault affecting line serving power supply apologies inconveniences ongoing power restored soon possible fk,negative,
please restore power thindigua highway area,positive,
waking powerless holiday kindly restore power karura limuru road towards wangige acc,positive,
hellow power abadare wangige please restore asap,positive,
hellow power abardare wangige please restore,positive,
electricity huku mtwapa maweni since yesterday night areas listed kindly restore service,positive,
kindly restore power,positive,
restore power back check dm,positive,
dont observe time punks way past pm youre yet restore power dont sickening,positive,
people restore power kitengelajua kali area meter number announce maintenance said area,positive,
electricity kitengela time power restored,positive,
kindly restore power us hrs power even blinking,positive,
hellow power abadare wangige please restore asap,positive,
hi delay token message yet bought mins ago,negative,
kindly restore power account number kidfarmaco kikuyu near kidfarmaco primary school,positive,
restoredthank,neutral,
please restore power area check dm business affected,positive,
restore power total ongata rongai day still darkness please advise tat,positive,
paid tokens message delayed update message token number,negative,
kindly check dm restore power area,positive,
please restore power umoja one nyangusu crescent lights since pm,positive,
called days ago purporting assist problem delayed tokens,negative,
see power restored maseno one month line nothing kwani transformer walking,positive,
power kayole junction near red square villas days ac kindly restore,positive,
morning want remind respect hustles restore power back respectmyhustle,positive,
guys please restore power ruaka town bana mmetuzoea sasa meter,positive,
thanks service restored,positive,
low voltage issues muthua uthiru along mugi road near ack trinity two nights without power kindly restore ac,negative,
kindly restore power one phase mitchelle plazanear nibs college kimbo pm,positive,
good morning day blackout since may ref issued restore supply cc,positive,
resolved time wrote power restored pm thanks,positive,
apparent purposely decided never reply dms reply tweets wall bring attention hours didnt power restored minutes ago unstable even light house,negative,
apparent purposely decided never reply dms reply tweets wall bring attention hours didnt power restored minutes ago unstable even light house,negative,
take restore even issue communication power outage hrs later whole estate powerincident go take note june target,positive,
still blackout restore supply tafadhali,positive,
kindly restore power area ac,positive,
tokens delayed two days,negative,
hipower cut short fallen tree weeks agothey restored power neighbours left address meter number naivasha near rva farms mboa kindly fix,positive,
hey token delaymeter,neutral,
kindly respond argh power kirigiti area whole day black dont simply respond ndio mtu ajipange like asking restore power ffs,positive,
bought two separate tokens theyre delayed since yesternight meter number kindly assist,positive,
experiencing token delay,negative,
please token purchase ac delayed since yesterevening help,positive,
experiencing delay purchased token since mrng,negative,
delay receiving tokens bought absurd,negative,
hi metre delayed token since last night,negative,
token delay,negative,
blackout area since may ref issued pls restore supply enable meter update,positive,
inboxed mpesa transaction details delayed token purchase together token meter number dark since tokens depleted case meter number,negative,
sfcblhy confirmed ksh sent kplc prepaid account pm delay sending tokens,negative,
power outage since yesterday barclays road near wama hospital rongai happens every time takes long restored acc issue,positive,
token delayed since last night please share token,positive,
sfdbfpml confirmed ksh sent kplc prepaid account kindly send token still delay side,positive,
bought tokens last night hours later havent delivered sfcbtpkh confirmed ksh sent kplc prepaid account pm kindly explain delay confirm delivery likely made,positive,
electricity last hours please restore ac imara daima villa franca,positive,
hi im experiencing extreme delay ya tokens meter number bought yesternight kindly revert units thanks,positive,
electricity last hours please restore ac imara daima villa franca,positive,
delay purchasing tokens via mpesa bought tokens twice response,negative,
usiachwegizani pay token delay send code kwani mnataka aje complain order respond,negative,
kindly check dm delayed token generation urgently send,positive,
bought tokens meter delay unbearable kindly assist,positive,
delay receing prepaid tokens paying,negative,
token delay twice meter number,negative,
delayed tokens message coming yesterday please assisit token number,positive,
tokens reflected yet delay,negative,
delay token account,negative,
delayed tokens sfcbqj confirmed ksh sent kplc prepaid account via mysafaricom app,negative,
paid ago delay hour,negative,
delay token delivery ive bought tokens ive yet received meter number,negative,
electricity last hours please restore ac imara daima villa franca,positive,
electricity last hours please restore ac imara daima villa franca,positive,
kindly act tokens delay,positive,
token delay,negative,
