Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Lİnk
Machaa,@Macha_Amb,@KenyaPower @KenyaPower_Care it's been almost a week since we started experiencing power issues at alsopps. Your technicians came but didn't solve the issue. Kindly sort the issue 37168897058,"Nov 21, 2022",,,1,https://x.com/Macha_Amb,https://x.com/Macha_Amb
thedancingpoet,@CheckmateMido,@KenyaPower no power in Kibiko since Saturday and no reliable info from customer care. Meter No. 43735778,"Nov 8, 2022",,,,https://x.com/CheckmateMido,https://x.com/CheckmateMido
𝐎𝐂𝐇𝐎𝐎,@ochookenneth,We are in Nakuru yet has no power.,"Nov 24, 2022",,,1,https://x.com/ochookenneth,https://x.com/ochookenneth
Were is God,@ChildWere,@KenyaPower I need to get back to my hustling. Wapi stima? We can't go for 2 days with no power. Lights went off yesterday 5.30am because of short-circuit at gataka Road Boonhouse area. Please sort out,"Nov 16, 2022",,,,https://x.com/ChildWere,https://x.com/ChildWere
_Frank,@Flirty_Frank,@KenyaPower Power out since yesterday meter no :37172118046,"Nov 15, 2022",,,,https://x.com/Flirty_Frank,https://x.com/Flirty_Frank
GATURA,@dj_gatura,@KenyaPower we have an issue with power 2 phase we're down yesterday at langata opposite langata high school token number 04211726494.,"Nov 10, 2022",,,2,https://x.com/dj_gatura,https://x.com/dj_gatura
ciikuk,@CiikuKhyme,@KenyaPower it rains kidogo and no power.give is power back in sabaki athi river and stop making our lives difficult.every other day it's power outages.,"Nov 15, 2022",1,,,https://x.com/CiikuKhyme,https://x.com/CiikuKhyme
Small town Chronicles,@tHEtRUTHkENYA,"@KenyaPower hata kama ni power rationing, this one for Marsabit is too much. Every single day","Nov 13, 2022",,,,https://x.com/tHEtRUTHkENYA,https://x.com/tHEtRUTHkENYA
Tamala,@Tamsy_Nina,Why is power at voi gone ..we wanna watch Fifa guys,"Nov 20, 2022",,,1,https://x.com/Tamsy_Nina,https://x.com/Tamsy_Nina
Isaac Nakhaima,@isaac_nakhaima,We are having power outage in Kiwanja behind KU main campus kindly work on it from Saturday we are in blackout this is very frustrating as residents of the same,"Nov 21, 2022",1,,1,https://x.com/isaac_nakhaima,https://x.com/isaac_nakhaima
Machaa,@Macha_Amb,@KenyaPower @KenyaPower_Care it's been almost a week since we started experiencing power issues at alsopps. Your technicians came but didn't solve the issue. Kindly sort the issue 37168897058,"Nov 21, 2022",,,1,https://x.com/Macha_Amb,https://x.com/Macha_Amb
Hon.Newton Kioko,@newton124,"@KenyaPower
A section of  Majengo Mapya within Lungalunga town is missing  electricity  as from today 5pm.Electricity was disconnected  by kenya power staff affecting  over 10 households .
It is still unknown  as to why kenya power staff disconnected  the power.Kindly assist us","Nov 20, 2022",,,,https://x.com/newton124,https://x.com/newton124
Njeru,@NjeruSamuel,"@KenyaPower @KenyaPower_Care I have given you meter number so many times, it has the location that you are over asking for. Can you fix power instead of such delay tactic @CisNyakundy","Nov 19, 2022",,,1,https://x.com/NjeruSamuel,https://x.com/NjeruSamuel
Jackton Mungai,@jacktonmungai,@KenyaPower @KenyaPower_Care 14104240248     power line down in Buruburu phase 1 PCEA church.,"Nov 18, 2022",,,1,https://x.com/jacktonmungai,https://x.com/jacktonmungai
Abdinajib Sparks,@abdinajibsparks,"@KenyaPower @KenyaPower_Care We are having Power outage in Garissa, near Tetu primary. And one of your employees is asking for bribe to fix it or we sleep without power till tomorrow.","Oct 28, 2022",,,1,https://x.com/abdinajibsparks,https://x.com/abdinajibsparks
Abdulbasit,@AbdulbasitAwadh,"I am at the coast, and I have no power yet.","Nov 2, 2022",,,1,https://x.com/AbdulbasitAwadh,https://x.com/AbdulbasitAwadh
Smart Martin,@s_martooo,"We are yet to receive power back, banna mtu anafanya job from home na kuna ngombe zinakamuliwa na stima, please help 37207722671","Nov 3, 2022",,,1,https://x.com/s_martooo,https://x.com/s_martooo
OfGiants,@WaKimbunga,Even in Lamu we haven't had power since just past 11.,"Nov 2, 2022",,,,https://x.com/WaKimbunga,https://x.com/WaKimbunga
Simmy.B,@simibindra06,@KenyaPower power outage on Rhapta Road.. what's happening?,"Oct 27, 2022",,,,https://x.com/simibindra06,https://x.com/simibindra06
Mike Anunda,@mike_anunda,No power even in Kakamega county from 10am.,"Nov 2, 2022",1,,,https://x.com/mike_anunda,https://x.com/mike_anunda
lasignorinatande,@PanAfrcnbaldy,We don’t have power as yet,"Nov 2, 2022",,,1,https://x.com/PanAfrcnbaldy,https://x.com/PanAfrcnbaldy
Fat barbie,@thy_baby_love,Still no power in Kiambu town.,"Nov 2, 2022",,,1,https://x.com/thy_baby_love,https://x.com/thy_baby_love
Selfmade,@VibewitJ0e,"@KenyaPower What's up with the power outage around Umoja Innecore, are there any deliberate efforts to solve this issue?","Nov 5, 2022",1,,,https://x.com/VibewitJ0e,https://x.com/VibewitJ0e
Harrison Barmosop,@hbarmosop1,So power inarudi lini?,"Nov 2, 2022",,,1,https://x.com/hbarmosop1,https://x.com/hbarmosop1
Amenya Kab,@MirangaJ,"@KenyaPower @KenyaPower_Care we have not had power in rongai for more than 48 hrs, check this 37194711398","Oct 22, 2022",,,1,https://x.com/MirangaJ,https://x.com/MirangaJ
Bwire,@BigSmallKe,No power Ongata rongai,"Nov 2, 2022",11,1,,https://x.com/BigSmallKe,https://x.com/BigSmallKe
ShazieMK,@angelz_82,@KenyaPower Power Outage reported under Ref:8608456. Hope we won't sleep without power tonight.,"Oct 11, 2022",,,1,https://x.com/angelz_82,https://x.com/angelz_82
Masaka Aggie,@Mkamaghanga,Some parts of Langata have power some don’t please advise,"Nov 2, 2022",,,1,https://x.com/Mkamaghanga,https://x.com/Mkamaghanga
Edinah Nyabuto,@kwamboka045,"@KenyaPower @KenyaPower_Care have not had power for the whole afternoon till now,In Kisii town Egesa area","Oct 30, 2022",,,1,https://x.com/kwamboka045,https://x.com/kwamboka045
Sanity,@Sanityajnaw,Still no power in Kitengela.. Complaint ref no 8684581.. Please do something,"Nov 2, 2022",1,,1,https://x.com/Sanityajnaw,https://x.com/Sanityajnaw
Betta,@bbaadd_b,"No power in Kitengela, when is the situation goin to be restore I'm at 1% tweeting this","Nov 2, 2022",1,,,https://x.com/bbaadd_b,https://x.com/bbaadd_b
Belphegor,@divels_foot,No power yet in Matasia,"Nov 2, 2022",,,1,https://x.com/divels_foot,https://x.com/divels_foot
lasignorinatande,@PanAfrcnbaldy,We don’t have power as yet,"Nov 2, 2022",,,1,https://x.com/PanAfrcnbaldy,https://x.com/PanAfrcnbaldy
Fat barbie,@thy_baby_love,Still no power in Kiambu town.,"Nov 2, 2022",,,1,https://x.com/thy_baby_love,https://x.com/thy_baby_love
Selfmade,@VibewitJ0e,"@KenyaPower What's up with the power outage around Umoja Innecore, are there any deliberate efforts to solve this issue?","Nov 5, 2022",1,,,https://x.com/VibewitJ0e,https://x.com/VibewitJ0e
Harrison Barmosop,@hbarmosop1,So power inarudi lini?,"Nov 2, 2022",,,1,https://x.com/hbarmosop1,https://x.com/hbarmosop1
Amenya Kab,@MirangaJ,"@KenyaPower @KenyaPower_Care we have not had power in rongai for more than 48 hrs, check this 37194711398","Oct 22, 2022",,,1,https://x.com/MirangaJ,https://x.com/MirangaJ
Bwire,@BigSmallKe,No power Ongata rongai,"Nov 2, 2022",11,1,,https://x.com/BigSmallKe,https://x.com/BigSmallKe
ShazieMK,@angelz_82,@KenyaPower Power Outage reported under Ref:8608456. Hope we won't sleep without power tonight.,"Oct 11, 2022",,,1,https://x.com/angelz_82,https://x.com/angelz_82
Masaka Aggie,@Mkamaghanga,Some parts of Langata have power some don’t please advise,"Nov 2, 2022",,,1,https://x.com/Mkamaghanga,https://x.com/Mkamaghanga
Edinah Nyabuto,@kwamboka045,"@KenyaPower @KenyaPower_Care have not had power for the whole afternoon till now,In Kisii town Egesa area","Oct 30, 2022",,,1,https://x.com/kwamboka045,https://x.com/kwamboka045
Sanity,@Sanityajnaw,Still no power in Kitengela.. Complaint ref no 8684581.. Please do something,"Nov 2, 2022",1,,1,https://x.com/Sanityajnaw,https://x.com/Sanityajnaw
Betta,@bbaadd_b,"No power in Kitengela, when is the situation goin to be restore I'm at 1% tweeting this","Nov 2, 2022",1,,,https://x.com/bbaadd_b,https://x.com/bbaadd_b
Belphegor,@divels_foot,No power yet in Matasia,"Nov 2, 2022",,,1,https://x.com/divels_foot,https://x.com/divels_foot
kenneth mwaura,@Gakszzz,"It's customer service week and in Ongata Rongai there is no power...why? 
Please solve this","Oct 4, 2022",,,1,https://x.com/Gakszzz,https://x.com/Gakszzz
John Msagha,@mwandinya,"This is amaaaazing. Guys which part of Kenya are you in without power? Tumulike! Kilifi no power till now. Where else, semeni? This is a big joke, restoring Nairobi then leaving the rest of the country hanging. Pthoo!","Nov 2, 2022",,,,https://x.com/mwandinya,https://x.com/mwandinya
zacheus,@zacheusokoth,"Honestly, Awasi area in kisumu county has been in darkness for the past 3 days effort to reach your staff has been unfruitful. Please restore power in Pala- Awasi ASAP.","Sep 5, 2022",,,1,https://x.com/zacheusokoth,https://x.com/zacheusokoth
@jerrykitur,@jerrykitur,After my earlier complain regarding power outage in Tindiret constituency Nandi county Kibugat village which occurred at 17.40hrs the power restored some 10mins later however a black out has recurred at 19.30 hrs we're living in darkness what could be the problem,"Sep 19, 2022",,,1,https://x.com/jerrykitur01,https://x.com/jerrykitur01
Amimo Oƙęļļø,@Bram_Amimo,"@KenyaPower and @KenyaPower_Care have refused to restore our power 4days later and still counting,your people just came around to read our meter but doesn't want to say anything about the outage.but why?? @AnyangNyongo our govnr please look into this.Acc No 38540191","Sep 19, 2022",,,1,https://x.com/Bram_Amimo,https://x.com/Bram_Amimo
MG-N.,@mgichuhi77,@KenyaPower why is my power being disconnected yet I've raided an issue with your ruiru office to date nothing has happened.,"Sep 21, 2022",,,2,https://x.com/mgichuhi77,https://x.com/mgichuhi77
OfGiants,@WaKimbunga,@KenyaPower @KenyaPower_Care no power in Shela. This is the 3rd time in the last 4 days. What is happening?,"Aug 22, 2022",,,1,https://x.com/WaKimbunga,https://x.com/WaKimbunga
Prins Adan,@PrinsAdan,@KenyaPower @KenyaPower_Care What is wrong NO POWER FOR 36hrs some part of South C side of college of Insurance whole part @WilliamsRuto @EPRA_Ke @JerotichSeii,"Sep 8, 2022",,,1,https://x.com/PrinsAdan,https://x.com/PrinsAdan
Tariq Al-fayeed,@VenomousM,@KenyaPower @KenyaPower_Care may you kindly restore back power in Tudor eastate Mombsa,"Oct 2, 2022",,,1,https://x.com/VenomousM,https://x.com/VenomousM
@jerrykitur,@jerrykitur,We are experiencing power outage in Tindiret constituency Nandi county Kibugat village as from 19.25hrs ac number 41169824,"Sep 15, 2022",,,1,https://x.com/jerrykitur01,https://x.com/jerrykitur01
Twahir Mwale,@TwahirMwale,"Hello @KenyaPower we don't have power for over 3wks
Because posts holding cables fall, western region,Bukura feeder,muluwa sper,sunni mosque transformer LV","Sep 25, 2022",,,1,https://x.com/TwahirMwale,https://x.com/TwahirMwale
Mwaura Kamau,@MwauraWaKamauPK,@KenyaPower 37172066765 no power,"Sep 19, 2022",,,1,https://x.com/MwauraWaKamauPK,https://x.com/MwauraWaKamauPK
Jon Leary,@JonKLeary,Thank you to Kenya Power Customer Service team for restoring our power promptly. I reported the outage in our buildling late last night and was very pleased to find that stima was back when I woke up so that I could start the new day with ease.,"Oct 4, 2022",,,1,https://x.com/JonKLeary,https://x.com/JonKLeary
,@Rex_Topdog,"@KenyaPower @KenyaPower @KenyaPower_Care What is the problem with your power in Ndhiwa town, Homabay county. Every evening power must go off, we're tired staying in darkness","Sep 24, 2022",,,1,https://x.com/Rex_Topdog,https://x.com/Rex_Topdog
This is Cushlah,@cushmerx,@KenyaPower power outage in Barnabas Nakuru,"Sep 13, 2022",,,1,https://x.com/cushmerx,https://x.com/cushmerx
Daniel Wanjohi,@KahoroWanjohi,@KenyaPower no power in my area in ol kalou 37187366671 since 1 pm.,"Sep 13, 2022",1,,1,https://x.com/KahoroWanjohi,https://x.com/KahoroWanjohi
Catherine,@katekabu,"@KenyaPower what's happening at Githurai 45 power loss almost every week now, we are in darkness right now. please check on this issue and give us a permanent solution.","Sep 27, 2022",,,5,https://x.com/katekabu,https://x.com/katekabu
TUM_COMRADE,@Son_of_man254,"@KenyaPower  kindly restore power, I'm Muhoroni some parts has no powerwhat's wrong with you guys, I use this power to run my daily job, kindly restore it, I can't buy token and end up not using it, where do you expect us to get money from if we have no power.","Sep 20, 2022",1,,1,https://x.com/Son_of_man254,https://x.com/Son_of_man254
@jerrykitur,@jerrykitur,We are experiencing power outage in Tindiret constituency Nandi county Kibugat village as from 19.25hrs ac number 41169824,"Sep 15, 2022",,,1,https://x.com/jerrykitur01,https://x.com/jerrykitur01
Twahir Mwale,@TwahirMwale,"Hello @KenyaPower we don't have power for over 3wks
Because posts holding cables fall, western region,Bukura feeder,muluwa sper,sunni mosque transformer LV","Sep 25, 2022",,,1,https://x.com/TwahirMwale,https://x.com/TwahirMwale
Mwaura Kamau,@MwauraWaKamauPK,@KenyaPower 37172066765 no power,"Sep 19, 2022",,,1,https://x.com/MwauraWaKamauPK,https://x.com/MwauraWaKamauPK
Jon Leary,@JonKLeary,Thank you to Kenya Power Customer Service team for restoring our power promptly. I reported the outage in our buildling late last night and was very pleased to find that stima was back when I woke up so that I could start the new day with ease.,"Oct 4, 2022",,,1,https://x.com/JonKLeary,https://x.com/JonKLeary
,@Rex_Topdog,"@KenyaPower @KenyaPower @KenyaPower_Care What is the problem with your power in Ndhiwa town, Homabay county. Every evening power must go off, we're tired staying in darkness","Sep 24, 2022",,,1,https://x.com/Rex_Topdog,https://x.com/Rex_Topdog
This is Cushlah,@cushmerx,@KenyaPower power outage in Barnabas Nakuru,"Sep 13, 2022",,,1,https://x.com/cushmerx,https://x.com/cushmerx
Daniel Wanjohi,@KahoroWanjohi,@KenyaPower no power in my area in ol kalou 37187366671 since 1 pm.,"Sep 13, 2022",1,,1,https://x.com/KahoroWanjohi,https://x.com/KahoroWanjohi
Catherine,@katekabu,"@KenyaPower what's happening at Githurai 45 power loss almost every week now, we are in darkness right now. please check on this issue and give us a permanent solution.","Sep 27, 2022",,,5,https://x.com/katekabu,https://x.com/katekabu
TUM_COMRADE,@Son_of_man254,"@KenyaPower  kindly restore power, I'm Muhoroni some parts has no powerwhat's wrong with you guys, I use this power to run my daily job, kindly restore it, I can't buy token and end up not using it, where do you expect us to get money from if we have no power.","Sep 20, 2022",1,,1,https://x.com/Son_of_man254,https://x.com/Son_of_man254
RIENTENYI,@robert_moturi,Shughulika na restoring power in kisii town.....hii ufala ya conman let it be for bloggers,"Sep 22, 2022",,,1,https://x.com/robert_moturi,https://x.com/robert_moturi
campton oscar,@campton_oscar,"@KenyaPower @KenyaPower_Care Good morning, there's no power in ongata-rongai as from 2 am yesterday until now Nafrom area.. kindly check into the matter","Oct 1, 2022",,,,https://x.com/campton_oscar,https://x.com/campton_oscar
Wycliffe,@cliffwanyang,@KenyaPower we've not had power since 12pm today,"Sep 25, 2022",,,1,https://x.com/cliffwanyang,https://x.com/cliffwanyang
Buggz,@spike_gg,Good morning your Majesty. This is part of our daily routine to remind you we do have power for 4 days now. Will send another one at lunch hour incase you forget.,"Sep 9, 2022",,,1,https://x.com/spike_gg,https://x.com/spike_gg
Kabbz,@mukabikim,@KenyaPower @KenyaPower_Care no power at meter # 01450326366 whole day. What is wrong?,"Jul 27, 2022",,1,1,https://x.com/mukabikim,https://x.com/mukabikim
Peter Otuabe,@PeterOtuabe,"@KenyaPower @KenyaPower_Care 
Suffering continues in Kasarani Sunton. Woke to no power. Recurrent blackouts.","Aug 19, 2022",,,1,https://x.com/PeterOtuabe,https://x.com/PeterOtuabe
Josephine Adeti,@oadeti89,@KenyaPower please bring power back to Sunton Kasarani. We have been waiting for over 12 hours.,"Aug 19, 2022",,,,https://x.com/oadeti89,https://x.com/oadeti89
Victor Esendi,@Esendivictor,@KenyaPower @KenyaPower_Care No power here since yesterday and experience overload here constantly -14107201221.  Please install a transformer in this area to avert constant low voltage and power blackouts. This has messed our electronics and lights.,"Aug 13, 2022",,,1,https://x.com/Esendivictor,https://x.com/Esendivictor
karihapaul,@PaulKariha,"@KenyaPower @WanjikuRevolt @Cofek_Africa Kenya power you need serious social media guys, you follow up on a reference number only to be asked whether power was restored, like seriously!","Aug 9, 2022",,,,https://x.com/PaulKariha,https://x.com/PaulKariha
#ibraz,@alkhum_khum,@KenyaPower we are facing complete power failure for the last one month in Habaswein due to incompetent staffs you have deployed in this area who are not responding to our plight which needs the heads of KPLC to spring into action and deal with this menace,"Jun 28, 2022",,,,https://x.com/alkhum_khum,https://x.com/alkhum_khum
@jerrykitur,@jerrykitur,"There's a power black out in our area Tindiret Mbogovale for the last three hours we've experienced power outage almost on daily basis since 26th July 2022 
Kitur ac 41169824","Aug 3, 2022",,,1,https://x.com/jerrykitur01,https://x.com/jerrykitur01
A⃢ r⃢ t⃢ s⃢ y⃢,@artsy_4,"@KenyaPower @KenyaPower_Care we currently have no power in banana karuri Kiambu,Blowup happened so mtuundie tungoje results bana?","Aug 12, 2022",,,1,https://x.com/artsy_4,https://x.com/artsy_4
Hercules,@the_og20,"@KenyaPower @KenyaPower_Care It's been two days now without power in Kitui East. We have called customer care numerous times and all we're told is, the matter will be escalated and our team will call you yet no call comes. How are we supposed to live and work?","Jul 21, 2022",,,1,https://x.com/the_og20,https://x.com/the_og20
Shree Tonyjee,@ShreeTonyjee,"@KenyaPower no power since 10pm last night the whole of MUCHATHA, GWANGO area..is this still possible in 2022. Just a small shower of rain","Jul 30, 2022",,,,https://x.com/ShreeTonyjee,https://x.com/ShreeTonyjee
Afrocentric ™,@afrocentric_ke,@KenyaPower  there is a power outage at Gikambura kamuyu drive since morning. Meter number 60356608,"Aug 19, 2022",,,,https://x.com/afrocentric_ke,https://x.com/afrocentric_ke
DUN___,@dun_wambugu,"@KenyaPower is so shitty at times, why cut power on a holiday of all the other days","Jul 11, 2022",,,,https://x.com/dun_wambugu,https://x.com/dun_wambugu
Shree Tonyjee,@ShreeTonyjee,"@KenyaPower no power since 10pm last night the whole of MUCHATHA, GWANGO area..is this still possible in 2022. Just a small shower of rain","Jul 30, 2022",,,,https://x.com/ShreeTonyjee,https://x.com/ShreeTonyjee
Afrocentric ™,@afrocentric_ke,@KenyaPower  there is a power outage at Gikambura kamuyu drive since morning. Meter number 60356608,"Aug 19, 2022",,,,https://x.com/afrocentric_ke,https://x.com/afrocentric_ke
DUN___,@dun_wambugu,"@KenyaPower is so shitty at times, why cut power on a holiday of all the other days","Jul 11, 2022",,,,https://x.com/dun_wambugu,https://x.com/dun_wambugu
FaRm Ω AssiT,@Otieno_Omollo_,"@KenyaPower

@KenyaPower_Care

Power outage in Sunton Police post area 
Account number 14105675749

Pls sort us out","Aug 1, 2022",4,3,2,https://x.com/Otieno_Omollo_,https://x.com/Otieno_Omollo_
Indica_Sang,@IndicaSang,No power in bombolulu estate @KenyaPower @KenyaPower_Care,"Aug 3, 2022",,,1,https://x.com/IndicaSang,https://x.com/IndicaSang
As good as it gets,@Shirleyjo_Noni,"@KenyaPower Honestly how long do we have to suffer in Kasarani. Is it not possible get multiple transformers or what exactly is the root cause? With the recurrent power outages, surely you cannot come up with a lasting solution? No power at Hunters","Aug 1, 2022",,1,,https://x.com/Shirleyjo_Noni,https://x.com/Shirleyjo_Noni
Zariguta,@Afrocryptos,@KenyaPower pls advise what's going on with power in Nyali (near barracks). Account # 39727538,"Aug 3, 2022",,,,https://x.com/Afrocryptos,https://x.com/Afrocryptos
Nie Dr. Sue,@suegtm,@KenyaPower @KenyaPower_Care it's been over 15 hours with no power. Kindly sort us out. Ac 37196126546,"Jul 30, 2022",2,2,5,https://x.com/suegtm,https://x.com/suegtm
Estone,@Fyaha0,@KenyaPower we're in the government and we don't have power make it make sense,"Aug 11, 2022",,,,https://x.com/Fyaha0,https://x.com/Fyaha0
Gathoni Ngure,@NgathoniR,"@KenyaPower AC no 24811026 ongata rongai Honey pot road no power since last night ,","Aug 19, 2022",,,,https://x.com/NgathoniR,https://x.com/NgathoniR
shiki,@njiwaki,"@KenyaPower please action we don't have power, account number 37170413415 in Donholm since 7pm","Jun 23, 2022",2,1,,https://x.com/njiwaki,https://x.com/njiwaki
daytech,@davidmuregi,Power is off in Karuri??,"May 21, 2022",,,,https://x.com/davidmuregi,https://x.com/davidmuregi
daytech,@davidmuregi,Power is off in Karuri is there an issue?,"Jun 23, 2022",,,,https://x.com/davidmuregi,https://x.com/davidmuregi
Robert Aseda,@Varaq,"@KenyaPower hi, power outage in Ngong 46 area, any updates? Mr No 14140461360","Jun 3, 2022",,,1,https://x.com/Varaq,https://x.com/Varaq
Sebei Prince,@Anan_stephen,"@KenyaPower, @KenyaPower_Care power in here has been unstable for almost three Hours now, comes on for few seconds and goes after few seconds and comes again","May 20, 2022",,,1,https://x.com/Anan_stephen,https://x.com/Anan_stephen
Stanslaus Semele,@stanslaussemele,"@KenyaPower_Care & @KenyaPower , what's happening, we not having power since in the morning around Matende, kakamega.
14228917754 - meter number","May 18, 2022",,,1,https://x.com/stanslaussemele,https://x.com/stanslaussemele
รค๓๒ค թคยl,@SambaPaul,@KenyaPower @KenyaPower_Care kindly assist here no power from the last two days account number 20590592,"Jun 6, 2022",,,1,https://x.com/SambaPaul,https://x.com/SambaPaul
Koikai Diaries,@koikaidiaries,"@KenyaPower @KenyaPower_Care hi , we just lost power in roysambu,lesedi school(30 minutes ago). I think a truck pasing by tampered with some wires.kindly check it out.
Meter number 14245991642","May 26, 2022",1,,2,https://x.com/koikaidiaries,https://x.com/koikaidiaries
george kania,@KaniaGeorge,@KenyaPower residents of rutomo olkarao crying out for power. Neighbor to rutomo primary school. Kindly help.,"Jun 15, 2022",,,,https://x.com/KaniaGeorge,https://x.com/KaniaGeorge
ShiHappy,@ToriaHappy,"Na bado Hanna metres for new connections countrywide! Ama zimeibiwa pia? smh. ""The transformation of Kenya power""","May 19, 2022",,,1,https://x.com/ToriaHappy,https://x.com/ToriaHappy
DancanMaiche,@DancanMaiche,@KenyaPower How long will you take to restore power in parts of  Mirema Drive.Over 48 hours now with no lights.,"Jun 3, 2022",,,1,https://x.com/DancanMaiche,https://x.com/DancanMaiche
Ngachira Eric,@Ngachira,"E21482021050116 what about this application was paid one year ago & no power has been supplied to date??
Bussines Development Manager at stima Plaza we need answers???","Jun 16, 2022",,,1,https://x.com/Ngachira,https://x.com/Ngachira
Akikic Nguni,@Akikic,@KenyaPower 14229067765 no power,"Jun 12, 2022",,,,https://x.com/Akikic,https://x.com/Akikic
Haiti Gang,@ArseneMoses,Is there power interruption today in Parklands,"Jun 17, 2022",,,1,https://x.com/ArseneMoses,https://x.com/ArseneMoses
Ngachira Eric,@Ngachira,E21482021050116 its going to one year since we applied & paid for power supply ...whats keeping you from connecting us with power??,"May 26, 2022",1,,,https://x.com/Ngachira,https://x.com/Ngachira
MISS AUTISM KENYA 2018,@KellyKinuthia,@KenyaPower can you guys be efficient for once? 5 days without power you expect us to go through all this loss for what???  I am a pissed customer nkt!,"Jun 15, 2022",,,,https://x.com/KellyKinuthia,https://x.com/KellyKinuthia
Serah Mwendwa,@Kanja4,@KenyaPower We don’t have power in Kahawa Sukari. Meter number 54400247570,"May 8, 2022",,,,https://x.com/Kanja4,https://x.com/Kanja4
George,@king_jorges,@KenyaPower no power in Malindi,"May 3, 2022",,,,https://x.com/king_jorges,https://x.com/king_jorges
Alice  Mithamo,@MwihakiMithamo,@KenyaPower this is the fifth day without power in a business premise. My reference number today is 8148308 under meter no. 34749442. Please do something...,"May 28, 2022",,,1,https://x.com/MwihakiMithamo,https://x.com/MwihakiMithamo
Agewa Wainaina,@AgewaW,"@KenyaPower kindly help. We have been having power issues all day in the Muthiga-Regen area.
Our metre number is 14235022069.","May 24, 2022",,,1,https://x.com/AgewaW,https://x.com/AgewaW
george kania,@KaniaGeorge,@KenyaPower residents of rutomo olkarao crying out for power. Neighbor to rutomo primary school. Kindly help.,"Jun 15, 2022",,,,https://x.com/KaniaGeorge,https://x.com/KaniaGeorge
ShiHappy,@ToriaHappy,"Na bado Hanna metres for new connections countrywide! Ama zimeibiwa pia? smh. ""The transformation of Kenya power""","May 19, 2022",,,1,https://x.com/ToriaHappy,https://x.com/ToriaHappy
DancanMaiche,@DancanMaiche,@KenyaPower How long will you take to restore power in parts of  Mirema Drive.Over 48 hours now with no lights.,"Jun 3, 2022",,,1,https://x.com/DancanMaiche,https://x.com/DancanMaiche
Ngachira Eric,@Ngachira,"E21482021050116 what about this application was paid one year ago & no power has been supplied to date??
Bussines Development Manager at stima Plaza we need answers???","Jun 16, 2022",,,1,https://x.com/Ngachira,https://x.com/Ngachira
Akikic Nguni,@Akikic,@KenyaPower 14229067765 no power,"Jun 12, 2022",,,,https://x.com/Akikic,https://x.com/Akikic
Haiti Gang,@ArseneMoses,Is there power interruption today in Parklands,"Jun 17, 2022",,,1,https://x.com/ArseneMoses,https://x.com/ArseneMoses
Ngachira Eric,@Ngachira,E21482021050116 its going to one year since we applied & paid for power supply ...whats keeping you from connecting us with power??,"May 26, 2022",1,,,https://x.com/Ngachira,https://x.com/Ngachira
MISS AUTISM KENYA 2018,@KellyKinuthia,@KenyaPower can you guys be efficient for once? 5 days without power you expect us to go through all this loss for what???  I am a pissed customer nkt!,"Jun 15, 2022",,,,https://x.com/KellyKinuthia,https://x.com/KellyKinuthia
Serah Mwendwa,@Kanja4,@KenyaPower We don’t have power in Kahawa Sukari. Meter number 54400247570,"May 8, 2022",,,,https://x.com/Kanja4,https://x.com/Kanja4
George,@king_jorges,@KenyaPower no power in Malindi,"May 3, 2022",,,,https://x.com/king_jorges,https://x.com/king_jorges
Alice  Mithamo,@MwihakiMithamo,@KenyaPower this is the fifth day without power in a business premise. My reference number today is 8148308 under meter no. 34749442. Please do something...,"May 28, 2022",,,1,https://x.com/MwihakiMithamo,https://x.com/MwihakiMithamo
Agewa Wainaina,@AgewaW,"@KenyaPower kindly help. We have been having power issues all day in the Muthiga-Regen area.
Our metre number is 14235022069.","May 24, 2022",,,1,https://x.com/AgewaW,https://x.com/AgewaW
Githii,@GithiiGithii,"@KenyaPower Your complaint for account number 23XXXX has been booked under the Reference Number: 8119573. Thank you for contacting Kenya Power.

I am waiting my bosses.","May 20, 2022",,,,https://x.com/GithiiGithii,https://x.com/GithiiGithii
Makwerekwere Sir,@Makwerekwere_,"@KenyaPower @KenyaPower_Care what is it with power blackouts in Mirema at late night to morning hours daily, this inconveniencing and you need to fix it ASAP!","Apr 24, 2022",,,,https://x.com/Makwerekwere_,https://x.com/Makwerekwere_
LugaliaKe,@KelvinLugalia,"@KenyaPower ,@KenyaPower_Care .I have no power for two days now. Kindly work on this, Easter is long to stay home without power. Acc 37168455899, Dandora phase2 Senate court.","Apr 15, 2022",,,1,https://x.com/KelvinLugalia,https://x.com/KelvinLugalia
Koikai Diaries,@koikaidiaries,"@KenyaPower @KenyaPower_Care 
What's happening in Roysambu since last night till now ? You're costing us a lot. Power comes in flashes and dims as it goes , minutes/seconds flash. Kindly switch it off and fix once and for all.
Meter No: 14245991642
Location:Lesedi school","Apr 24, 2022",,,1,https://x.com/koikaidiaries,https://x.com/koikaidiaries
Zariguta,@Afrocryptos,"@KenyaPower @KenyaPower_Care Salala, jama tosha basi musitutese! Bloody 15 hours no power!!!! I now have to salvage my food in the fridge/freezer, na tunakufa najoto! I've tweeted a complaint last night, no response! Muko na dharau mbaya sana. U guys simply have failed!","Apr 3, 2022",,,2,https://x.com/Afrocryptos,https://x.com/Afrocryptos
Arthurking 3D,@_arthurboom1,@KenyaPower no power around Beijing road what's happening,"Apr 3, 2022",,,,https://x.com/_arthurboom1,https://x.com/_arthurboom1
