Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date
Raycheal Ndegwa,@NdegwaRaycheal,,,5,3,2.4K,https://x.com/NdegwaRaycheal/status/1769794672140910857,https://x.com/NdegwaRaycheal,"Power outage in Githurai 45,Mwihoko since 7pm.Jana tulishinda bila stima and today also yet there's no interruption in our Area.",18-Mar
Mayer Dickens,@Merab_Dickens,,,,2,32,https://x.com/Merab_Dickens/status/1769637411485560846,https://x.com/Merab_Dickens,@KenyaPower_Care blackout again? Yesterday there was a scheduled interruption is it happening again today? This is too much MTR 45072838779,18-Mar
𝕮𝖚𝖇𝖞𝖘𝖔𝖓 𝕸𝖜𝖆𝖓𝖌𝖎,@CubesBiz,,,,,133,https://x.com/CubesBiz/status/1769636223226614113,https://x.com/CubesBiz,"@KenyaPower_Care hi. Today we are not on scheduled interruption but power just went out in Kahawa Sukari, Marsabit road. Any idea why? Yesterday we were on scheduled interruption.",18-Mar
𝕮𝖚𝖇𝖞𝖘𝖔𝖓 𝕸𝖜𝖆𝖓𝖌𝖎,@CubesBiz,,,1,2,208,https://x.com/CubesBiz/status/1769381890539110454,https://x.com/CubesBiz,@KenyaPower_Care hi. We were on scheduled interruption today at Kahawa Sukari but power is not back yet. Any possibility someone forgot to switch us back on?,17-Mar
Walter nganga,@TheRealnganga,,,3,4,1.7K,https://x.com/TheRealnganga/status/1769375192420171805,https://x.com/TheRealnganga,Power restoration at Bamburi?? Interruption was up to 5 Pm,17-Mar
marvoh,@marvelamarvo,,,1,1,266,https://x.com/marvelamarvo/status/1769372874328973383,https://x.com/marvelamarvo,"Hello Kenya power, it's more than the time power interruption in Wendani area, Kindly recorrect about this",17-Mar
Raycheal Ndegwa,@NdegwaRaycheal,,,2,1,778,https://x.com/NdegwaRaycheal/status/1769347485862948958,https://x.com/NdegwaRaycheal,"This week we have had power outage thrice,today we are not on the planned power interruption list but as early as 7:30 we didn't have power.What is happening? GIthurai 45,Mwihoko please do something",17-Mar
Enock Onchwari,@enockuse,,,,,106,https://x.com/enockuse/status/1769248595482415163,https://x.com/enockuse,Do you mean interruption will go for a week??,17-Mar
Vanessa,@Vaness__a9,,,,1,463,https://x.com/Vaness__a9/status/1769241186525479235,https://x.com/Vaness__a9,There's no power in juja town and we aren't listed on the interruption,17-Mar
michelle shiro,@mitchmumbz,,,,,47,https://x.com/mitchmumbz/status/1769240262255972533,https://x.com/mitchmumbz,"No scheduled interruption in Juja, gachororo but no lights",17-Mar
keym,@_kym24,,,,2,110,https://x.com/_kym24/status/1768747249499029580,https://x.com/_kym24,"@KenyaPower_Care Hey, the location from this meter number 37156352769 has been experiencing power interruption for the past one hour... Kindly assist or send your technical team to the ground",16-Mar
Noreen.,@nyakomala,,,,2,61,https://x.com/nyakomala/status/1768691656100831346,https://x.com/nyakomala,@KenyaPower_Care 12hr power interruption because of maintenance work is understable but why reconnect back power in some lines and leave out others? Detaild in DM.,15-Mar
Eng.Julius Bwakali,@BwakaliJulius,,,,2,120,https://x.com/BwakaliJulius/status/1768310106142228665,https://x.com/BwakaliJulius,Good evening.  I githura 45 part of this interruption.  We do not have power since  3am and your schedule  says 5pm,14-Mar
Vanessa,@Vaness__a9,,,,1,463,https://x.com/Vaness__a9/status/1769241186525479235,https://x.com/Vaness__a9,There's no power in juja town and we aren't listed on the interruption,17-Mar
michelle shiro,@mitchmumbz,,,,,47,https://x.com/mitchmumbz/status/1769240262255972533,https://x.com/mitchmumbz,"No scheduled interruption in Juja, gachororo but no lights",17-Mar
keym,@_kym24,,,,2,110,https://x.com/_kym24/status/1768747249499029580,https://x.com/_kym24,"@KenyaPower_Care Hey, the location from this meter number 37156352769 has been experiencing power interruption for the past one hour... Kindly assist or send your technical team to the ground",16-Mar
Noreen.,@nyakomala,,,,2,61,https://x.com/nyakomala/status/1768691656100831346,https://x.com/nyakomala,@KenyaPower_Care 12hr power interruption because of maintenance work is understable but why reconnect back power in some lines and leave out others? Detaild in DM.,15-Mar
Eng.Julius Bwakali,@BwakaliJulius,,,,2,120,https://x.com/BwakaliJulius/status/1768310106142228665,https://x.com/BwakaliJulius,Good evening.  I githura 45 part of this interruption.  We do not have power since  3am and your schedule  says 5pm,14-Mar
Lorainmbuvi,@lorainmbuvi,,,1,3,272,https://x.com/lorainmbuvi/status/1768216285240824231,https://x.com/lorainmbuvi,"Hi. We have no power in Ruai, Sewage. Account Number 1273416 and we haven't been scheduled for the interruption. Please help.",14-Mar
Daniel Kamiri,@dankinungi,,,,1,134,https://x.com/dankinungi/status/1767523795546386461,https://x.com/dankinungi,"We weren't scheduled for power interruption/maintainance at Buru Buru Phase 1, please check our power, near Holy Trinity Catholic tafadhali. @KenyaPower @KenyaPower_Care",12-Mar
Lawi™,@NyandendaLawi,,,,2,261,https://x.com/NyandendaLawi/status/1767128150075412865,https://x.com/NyandendaLawi,"@KenyaPower_Care is there a scheduled power interruption in our area, acc # 14244394947 ?  Kindly assist.",11-Mar
Chepkoy,@Cchepkoi254,,,,,12,https://x.com/Cchepkoi254/status/1766517916135026763,https://x.com/Cchepkoi254,"Was Kimilili town and Mt Elgon in your power interruption list? Since morning (yesterday evening) there has been no power, no explanation! 54608217888",9-Mar
Isaac Murage,@1imurage,,,,1,157,https://x.com/1imurage/status/1766328601597694252,https://x.com/1imurage,Uthiru 87 no lights from early morning yet no scheduled interruption,9-Mar
𝕮𝖚𝖇𝖞𝖘𝖔𝖓 𝕸𝖜𝖆𝖓𝖌𝖎,@CubesBiz,,,,2,142,https://x.com/CubesBiz/status/1766019741808726478,https://x.com/CubesBiz,"@KenyaPower_Care hi. We just lost power in Kahawa Sukari, Marsabit road. We aren’t on the scheduled interruption. Any idea what’s up?",8-Mar
Paul,@Jona_Paul_,,,,1,28,https://x.com/Jona_Paul_/status/1765993638251688041,https://x.com/Jona_Paul_,@KenyaPower_Care is there a scheduled power interruption today for A/C 14420105158?,8-Mar
Mwanamisi Mruttu,@MwanamisiMruttu,,,,2,85,https://x.com/MwanamisiMruttu/status/1765118424978788441,https://x.com/MwanamisiMruttu,@KenyaPower_Care Nyeri pembe tatu area power outage since 7.25pm and this happens every week outside scheduled interruption,5-Mar
Lucy,@lucy_theuri,,,,,112,https://x.com/lucy_theuri/status/1765083994327261568,https://x.com/lucy_theuri,Do you have a planned night power interruption because the whole of Kenyatta Road Juja has no power?,5-Mar
John Kimani,@john_kim2016,,1,,3,35,https://x.com/john_kim2016/status/1765071045499977788,https://x.com/john_kim2016,"@KenyaPower_Care We don't have power since 11Am today. Was there a scheduled interruption or a fault? 
Meter no: 14272042137
Area: KAG-EAST University

Kindly intervene.",5-Mar
wangeci kamau,@eve_kamau,,,,,37,https://x.com/eve_kamau/status/1764310425363948017,https://x.com/eve_kamau,"It's 1821hrs, the power interruption was to be upto 1700hrs.. What's happening??",3-Mar
Simon Kipronoh Kirui,@SimonKipronoh,,1,,,260,https://x.com/SimonKipronoh/status/1764005606262784361,https://x.com/SimonKipronoh,Interruption has already taken place in parts of Sotik Sub-County. Power outage has lasted for 7 hours in Yaganek and surrounding areas.,2-Mar
CHEBEST,@NicolaCMN,,,,1,63,https://x.com/NicolaCMN/status/1763882992156750274,https://x.com/NicolaCMN,@KenyaPower_Care kindly focus on updating us on electrical matters instead of retweeting things. Can barely find the scheduled interruption post nowadays,2-Mar
karllexint.,@xernda,,,,1,25,https://x.com/xernda/status/1763215073026150459,https://x.com/xernda,"@KenyaPower_Care why is it that power hasn't been restored till now?.. this interruption that began since 3am, is just  unacceptable... 14104135547.. and you are hardly replying to DMs..",29-Feb
The Weirdest Son,@truthful_men,,1,1,1,219,https://x.com/truthful_men/status/1763103349480567186,https://x.com/truthful_men,"Part of Embakasi was not included in the power interruption but imepotea for almost 2 hrs now.

Kenya power is very useless",29-Feb
PUTIN THE 2ND,@kleinmose1,,,1,,86,https://x.com/kleinmose1/status/1763097890270925151,https://x.com/kleinmose1,I don't see interruption in Embakasi Fedha area but there's no power,29-Feb
Solomon,@solo_olebar,,,,1,108,https://x.com/solo_olebar/status/1763071378779938848,https://x.com/solo_olebar,Hello. We are experiencing blackout in Ruaka since Tuesday even though we are not on the list of power interruption. We have tried to raise the issue through Facebook but you are not expediting. It has become a big crisis because it's extremely affecting households and business,29-Feb
The Weirdest Son,@truthful_men,,1,1,1,219,https://x.com/truthful_men/status/1763103349480567186,https://x.com/truthful_men,"Part of Embakasi was not included in the power interruption but imepotea for almost 2 hrs now.

Kenya power is very useless",29-Feb
PUTIN THE 2ND,@kleinmose1,,,1,,86,https://x.com/kleinmose1/status/1763097890270925151,https://x.com/kleinmose1,I don't see interruption in Embakasi Fedha area but there's no power,29-Feb
Solomon,@solo_olebar,,,,1,108,https://x.com/solo_olebar/status/1763071378779938848,https://x.com/solo_olebar,Hello. We are experiencing blackout in Ruaka since Tuesday even though we are not on the list of power interruption. We have tried to raise the issue through Facebook but you are not expediting. It has become a big crisis because it's extremely affecting households and business,29-Feb
Chao,@Hope_Shete,,,3,,253,https://x.com/Hope_Shete/status/1763030503123243251,https://x.com/Hope_Shete,"Shame on all of you because Ruaka is not 'planned power interruption', the area has had no power since Tuesday and not so much as an explanation from you guys. So much incompetency from @KenyaPower_Care",29-Feb
Norman,@BiggyNorman,,,,3,38,https://x.com/BiggyNorman/status/1762920251153396157,https://x.com/BiggyNorman,"@KenyaPower_Care you gave a notice of power interruption Jana  for Kilifi and its environs on 28/02/2024 from 8am-5pm, but up until now Mnarani area tuko kwa giza.",28-Feb
I Am a Criminal,@ChichuGrace,,,,,301,https://x.com/ChichuGrace/status/1762900852530889038,https://x.com/ChichuGrace,Na hii interruption yetu ya two consecutive days what's your take... Ama we ain't shareholders...,28-Feb
Vincent Reale,@reale_vincent,,,,1,78,https://x.com/reale_vincent/status/1762883646132724107,https://x.com/reale_vincent,What is happening with electricity around 87 kinoo area ..2nd day now without electricity and it was not on the scheduled interruption???,28-Feb
Wahome wa Ritho,@I_Big_Eye,,,,1,62,https://x.com/I_Big_Eye/status/1762790725886804275,https://x.com/I_Big_Eye,"@KenyaPower_Care what is with juja, Kenyatta road electricity?? Jana from 4, then leo...we already had our 1 day scheduled power interruption day, about a week ago. What were you maintaining then if we have interruptions a week later??",28-Feb
FATII FATII,@Dumashi,,,,1,17,https://x.com/Dumashi/status/1761803024106680514,https://x.com/Dumashi,"@KenyaPower_Care please restore power at 14107282577…. SouthC Amana estate area…This time u’ve tried, its been 7 days since the last interruption",25-Feb
Anonymous,@anonym0usman,,,,1,46,https://x.com/anonym0usman/status/1761772721044689226,https://x.com/anonym0usman,@KenyaPower_Care Hello kenya power we have been on a blackout for the past 24hrs at nakuru shiners girls region despite not been amongest the regions of interruption listed No .172934796,25-Feb
MR.HENRY1,@Henry1Mr,,,,1,270,https://x.com/Henry1Mr/status/1759152777807237329,https://x.com/Henry1Mr,I still haven't recieved tokens from last week Saturday's network interruption,18-Feb
Lynn Mungai,@MungaiLynn,,,2,1,438,https://x.com/MungaiLynn/status/1759079732929331305,https://x.com/MungaiLynn,We have no power in Thindigua and there was no planned interruption?? Why is this beginning to look like an ever Sunday thing?,18-Feb
Arap Magut,@marcozdai,,,,,19,https://x.com/marcozdai/status/1758721836907405427,https://x.com/marcozdai,@KenyaPower_Care any planned power interruption today in Kajiado county,17-Feb
𝕮𝖚𝖇𝖞𝖘𝖔𝖓 𝕸𝖜𝖆𝖓𝖌𝖎,@CubesBiz,,,,2,87,https://x.com/CubesBiz/status/1758025405045289156,https://x.com/CubesBiz,"@KenyaPower_Care hi. We just lost power in Kahawa Sukari, Marsabit road and we are not on scheduled interruption. Any idea what’s up?",15-Feb
dundonera mukenyi.,@ddundonera,,,,5,467,https://x.com/ddundonera/status/1757399792177614914,https://x.com/ddundonera,Kindly no electricity around machakos university area account no. 1893112 since 10am and there was no notification today of any interruption,13-Feb
Aumah,@gochumba,,,,1,28,https://x.com/gochumba/status/1757038851757887546,https://x.com/gochumba,Was Kajulu Wathorego part of the interruption? No power for most part of the day,12-Feb
тιмф мwaѕ,@mwas_timo,,,,,74,https://x.com/mwas_timo/status/1756762756789731454,https://x.com/mwas_timo,I think you guys changed your admin coz the previous one used to reply to issues Kwa dm.huyu ni ma blue tick.atleast be fare and tell us issue ya delay ya tokens ni nini? Been affected by unplanned power interruption courtesy of tokens jameni,11-Feb
Kenmaks,@KennedyOkinda14,,,,,15,https://x.com/KennedyOkinda14/status/1756757354102571175,https://x.com/KennedyOkinda14,Scheduled power interruption yet hata power yenyewe hakuna so what will you be interrupting,11-Feb
𝐄𝐩𝐡𝐫𝐚𝐦 𝐌𝐰𝐚𝐧𝐠𝐢 𝐊,@Dukes_Ke,,,,,48,https://x.com/Dukes_Ke/status/1756733449807810578,https://x.com/Dukes_Ke,"@KenyaPower_Care 

Shame on you @KenyaPower we cannot be having Interruption after Interruption. What are this interruptions for? 

Saa token from Jana till Today? I've never s a n this. Rogue system.
#Kenyapower 
#AFCON2024 
#JowieIrungu 
#ElectionResults",11-Feb
𝐄𝐩𝐡𝐫𝐚𝐦 𝐌𝐰𝐚𝐧𝐠𝐢 𝐊,@Dukes_Ke,,,,,137,https://x.com/Dukes_Ke/status/1756732441471984072,https://x.com/Dukes_Ke,"@KenyaPower_Care  total mess! Interruption after Interruption. I fail to understand why KPLC exists.
Tokens mutaambia watu nini?",11-Feb
𝕮𝖚𝖇𝖞𝖘𝖔𝖓 𝕸𝖜𝖆𝖓𝖌𝖎,@CubesBiz,,,,2,87,https://x.com/CubesBiz/status/1758025405045289156,https://x.com/CubesBiz,"@KenyaPower_Care hi. We just lost power in Kahawa Sukari, Marsabit road and we are not on scheduled interruption. Any idea what’s up?",15-Feb
dundonera mukenyi.,@ddundonera,,,,5,467,https://x.com/ddundonera/status/1757399792177614914,https://x.com/ddundonera,Kindly no electricity around machakos university area account no. 1893112 since 10am and there was no notification today of any interruption,13-Feb
Aumah,@gochumba,,,,1,28,https://x.com/gochumba/status/1757038851757887546,https://x.com/gochumba,Was Kajulu Wathorego part of the interruption? No power for most part of the day,12-Feb
тιмф мwaѕ,@mwas_timo,,,,,74,https://x.com/mwas_timo/status/1756762756789731454,https://x.com/mwas_timo,I think you guys changed your admin coz the previous one used to reply to issues Kwa dm.huyu ni ma blue tick.atleast be fare and tell us issue ya delay ya tokens ni nini? Been affected by unplanned power interruption courtesy of tokens jameni,11-Feb
Kenmaks,@KennedyOkinda14,,,,,15,https://x.com/KennedyOkinda14/status/1756757354102571175,https://x.com/KennedyOkinda14,Scheduled power interruption yet hata power yenyewe hakuna so what will you be interrupting,11-Feb
𝐄𝐩𝐡𝐫𝐚𝐦 𝐌𝐰𝐚𝐧𝐠𝐢 𝐊,@Dukes_Ke,,,,,48,https://x.com/Dukes_Ke/status/1756733449807810578,https://x.com/Dukes_Ke,"@KenyaPower_Care 

Shame on you @KenyaPower we cannot be having Interruption after Interruption. What are this interruptions for? 

Saa token from Jana till Today? I've never s a n this. Rogue system.
#Kenyapower 
#AFCON2024 
#JowieIrungu 
#ElectionResults",11-Feb
𝐄𝐩𝐡𝐫𝐚𝐦 𝐌𝐰𝐚𝐧𝐠𝐢 𝐊,@Dukes_Ke,,,,,137,https://x.com/Dukes_Ke/status/1756732441471984072,https://x.com/Dukes_Ke,"@KenyaPower_Care  total mess! Interruption after Interruption. I fail to understand why KPLC exists.
Tokens mutaambia watu nini?",11-Feb
Kimtu Kieusi,@NickMaina,,,,,13,https://x.com/NickMaina/status/1756731806601142758,https://x.com/NickMaina,Shouldn't the interruption be over now?,11-Feb
sunny,@sunny640804,,,,,198,https://x.com/sunny640804/status/1756700100536029615,https://x.com/sunny640804,No lights in lower kabete wangige and it was not in the listed areas for power interruption today,11-Feb
زكرىا,@Zakariow,,,,1,29,https://x.com/Zakariow/status/1756642748973580441,https://x.com/Zakariow,"@KenyaPower_Care the power supply has been in constant interruption the whole day, it comes and goes since last night and this is affecting only prepaid customers... Kindly assist. I'm in Busia town.",11-Feb
Calvin Ruto,@RutoCalvin,,1,2,2,270,https://x.com/RutoCalvin/status/1756591270888145119,https://x.com/RutoCalvin,No power in Kitengela since 9am and the area is not listed for power interruption today. What is the issue?,11-Feb
techjitwa,@techali204,,,,1,94,https://x.com/techali204/status/1756581352374169872,https://x.com/techali204,Is westlands part of this power interruption too because there is no power here,11-Feb
Bernard Ngari,@NgariBernard,,,,,163,https://x.com/NgariBernard/status/1756575233748681068,https://x.com/NgariBernard,Has this interruption roped in Thindigua?,11-Feb
@aronie,@aronie,,,,,152,https://x.com/aroncharo2/status/1756399778571710860,https://x.com/aroncharo2,"Power interruption tuu ndio kazi yenu...where are my token.mrt no  
37231875339",10-Feb
Kipngeno Ismael _Paris Olympics 2024 Ambassador,@rendyspacee,,,,2,172,https://x.com/rendyspacee/status/1756344278077309439,https://x.com/rendyspacee,You should be doing the same for Token Purchase Interruption but you always care less for your customers,10-Feb
Chepkemoi Chepkonga,@CChepkonga,,,,2,89,https://x.com/CChepkonga/status/1756224813473931409,https://x.com/CChepkonga,Is Knh part of this power interruption today our power has gone,10-Feb
Dwanzi,@blaqgee,,,,2,102,https://x.com/blaqgee/status/1755857843196936360,https://x.com/blaqgee,"@KenyaPower_Care there is power interruption in monross area ,mugutha, ruiru.... Meter ref : 37221632724..   kindly assist",9-Feb
CALISTUS MAKHANU,@CALISTUSMAKHAN1,https://pbs.twimg.com/media/GFhMyObXAAA-8UI?format=png&name=small,1,1,,34,https://x.com/CALISTUSMAKHAN1/status/1754236486268928049,https://x.com/CALISTUSMAKHAN1,"@KenyaPower_Care releases circular for the counties that shall have power interruption tomorrow 5th Monday 2024.
#Khendonews
@khendofm_kenya",4-Feb
CALISTUS MAKHANU,@CALISTUSMAKHAN1,"https://pbs.twimg.com/media/GFhMyObXAAA-8UI?format=png&name=small, https://pbs.twimg.com/media/GFhMyObXAAA-8UI?format=png&name=small",1,1,,34,https://x.com/CALISTUSMAKHAN1/status/1754236486268928049,https://x.com/CALISTUSMAKHAN1,"@KenyaPower_Care releases circular for the counties that shall have power interruption tomorrow 5th Monday 2024.
#Khendonews
@khendofm_kenya",4-Feb
Al,@Alngumo,,,1,,122,https://x.com/Alngumo/status/1754194155654250517,https://x.com/Alngumo,Controlled interruption = load shedding aka power rationing,4-Feb
tonny maina,@tonnymaina,,,,1,45,https://x.com/tonnymaina/status/1754114474661773733,https://x.com/tonnymaina,"@KenyaPower_Care Kindly take note of power interruption on acc :25385832
and all environs.",4-Feb
Ms. K,@karndu,,,,3,178,https://x.com/karndu/status/1753698602323489263,https://x.com/karndu,"@KenyaPower_Care we have no power since 7am in Machakos near Lysak, and I don't see a notice for power interruption. What's happening?",3-Feb
Ashish Gajparia,@AGajparia,,,,3,120,https://x.com/AGajparia/status/1752986902150438930,https://x.com/AGajparia,"hello we have no power , it went at 8.30 in the morning and there was no scheduled power interruption in this area 
account number 21466543
2nd parklands next to oshwal college",1-Feb
Stembua,@Stembua,,,,,164,https://x.com/Stembua/status/1752747139346710706,https://x.com/Stembua,"@KenyaPower_Care  check there is power interruption in Utawala Gesore road near AP , there are electric poles fallen on the ground .",31-Jan
Gentle man,@cephas_scene,,,,1,125,https://x.com/cephas_scene/status/1752742817183514712,https://x.com/cephas_scene,Hello @KenyaPower_Care our area was scheduled for interruption today most parts have their electricity back arledy in maasai lodge mayor road area and others we have not received our electricity back  so sad mayor road,31-Jan
moraa Ruby,@moraa,,,,1,38,https://x.com/moraa/status/1752235715163721953,https://x.com/moraa,Hi is Chania Avenue also in this interruption cause we have an outage and need to know to plan the day,30-Jan
ikyk,@_MWAI_SAM,,,,3,170,https://x.com/_MWAI_SAM/status/1752225119529754977,https://x.com/_MWAI_SAM,"Good morning. We have a power outage in kaaga area makutano, Meru county. I don't see our area in the list of areas scheduled for power interruption today. Can you kindly resolve this. My meter number is 060780748",30-Jan
Hamy_Cee,@mutu_rahaa,,1,3,3,484,https://x.com/mutu_rahaa/status/1752217778352771281,https://x.com/mutu_rahaa,"Good morning
We have an unscheduled power supply interruption in Tassia Kwa Ndege Estate, Embakasi.
Kindly look into that.",30-Jan
Pasomi Mucha,@PasomiMucha,,,,1,97,https://x.com/PasomiMucha/status/1751638505409626573,https://x.com/PasomiMucha,"Power is back from this scheduled interruption (2 hours later than indicated) but it keeps going off and on. Kenya Power, si you just get it together, please.",28-Jan
LORD BARNABAS ETYANG',@lord_etyang,,,1,1,101,https://x.com/lord_etyang/status/1751630308829474876,https://x.com/lord_etyang,"The post clearly stated power interruption till 5pm, why is power not restored. Daystar University and environs",28-Jan
meg kinyanjui,@megkinya,,,,1,119,https://x.com/megkinya/status/1751619547830882752,https://x.com/megkinya,We  have served time of not having power in ngong. How long was the interruption to last??,28-Jan
Jaded Simba,@wildmahua,,,,1,170,https://x.com/wildmahua/status/1751431999892464092,https://x.com/wildmahua,@KenyaPower_Care  2nd day no  power in Ruaka yet interruption not scheduled. This is becoming a major inconvinience!,28-Jan
Namz,@NamaromeClare,,,,3,89,https://x.com/NamaromeClare/status/1751257830949007771,https://x.com/NamaromeClare,"Was there a scheduled power interruption today in Kataboi Drive, Oloolua Ngong? For the past two  weeks, we do not have power on Saturday and Sunday. 
Meter No 14282782490",27-Jan
samuel mburu,@sirmburuk,,,,1,31,https://x.com/sirmburuk/status/1751168173611581488,https://x.com/sirmburuk,@KenyaPower_Care we have power interruption in Kikuyu town. Token number 37221102603,27-Jan
Mauh.K,@MaureenKathini,,,1,6,287,https://x.com/MaureenKathini/status/1750457797982978189,https://x.com/MaureenKathini,"Hello, no power in Ruaka and there is no scheduled interruption. Meter number 54601286138, around Quickmart",25-Jan
𝕮𝖚𝖇𝖞𝖘𝖔𝖓 𝕸𝖜𝖆𝖓𝖌𝖎,@CubesBiz,,,2,1,375,https://x.com/CubesBiz/status/1750413377879376363,https://x.com/CubesBiz,"@KenyaPower_Care hi. We just lost power in Kahawa Sukari, Marsabit Road. I checked and we are not on the scheduled interruption. Any idea what’s up?",25-Jan
#FuckRuto,@AntonioSydney3,,,1,,20,https://x.com/AntonioSydney3/status/1750122304791539809,https://x.com/AntonioSydney3,Mbona kumekua na power interruption for three days now?,24-Jan
LORD BARNABAS ETYANG',@lord_etyang,,,1,1,101,https://x.com/lord_etyang/status/1751630308829474876,https://x.com/lord_etyang,"The post clearly stated power interruption till 5pm, why is power not restored. Daystar University and environs",28-Jan
meg kinyanjui,@megkinya,,,,1,119,https://x.com/megkinya/status/1751619547830882752,https://x.com/megkinya,We  have served time of not having power in ngong. How long was the interruption to last??,28-Jan
Jaded Simba,@wildmahua,,,,1,170,https://x.com/wildmahua/status/1751431999892464092,https://x.com/wildmahua,@KenyaPower_Care  2nd day no  power in Ruaka yet interruption not scheduled. This is becoming a major inconvinience!,28-Jan
Namz,@NamaromeClare,,,,3,89,https://x.com/NamaromeClare/status/1751257830949007771,https://x.com/NamaromeClare,"Was there a scheduled power interruption today in Kataboi Drive, Oloolua Ngong? For the past two  weeks, we do not have power on Saturday and Sunday. 
Meter No 14282782490",27-Jan
samuel mburu,@sirmburuk,,,,1,31,https://x.com/sirmburuk/status/1751168173611581488,https://x.com/sirmburuk,@KenyaPower_Care we have power interruption in Kikuyu town. Token number 37221102603,27-Jan
Mauh.K,@MaureenKathini,,,1,6,287,https://x.com/MaureenKathini/status/1750457797982978189,https://x.com/MaureenKathini,"Hello, no power in Ruaka and there is no scheduled interruption. Meter number 54601286138, around Quickmart",25-Jan
𝕮𝖚𝖇𝖞𝖘𝖔𝖓 𝕸𝖜𝖆𝖓𝖌𝖎,@CubesBiz,,,2,1,375,https://x.com/CubesBiz/status/1750413377879376363,https://x.com/CubesBiz,"@KenyaPower_Care hi. We just lost power in Kahawa Sukari, Marsabit Road. I checked and we are not on the scheduled interruption. Any idea what’s up?",25-Jan
#FuckRuto,@AntonioSydney3,,,1,,20,https://x.com/AntonioSydney3/status/1750122304791539809,https://x.com/AntonioSydney3,Mbona kumekua na power interruption for three days now?,24-Jan
ECDE Dropout,@ChangeA_254,,,1,,38,https://x.com/ChangeA_254/status/1749851639786426870,https://x.com/ChangeA_254,"Too quick to release power interruption plan, and too slow to generate tokens. Incompetence galore.",23-Jan
Stalin,@DavieOdhys,,,,,31,https://x.com/DavieOdhys/status/1749468700762054901,https://x.com/DavieOdhys,"@KenyaPower_Care We have had no power here at Malaa, Kangundo Rd since 9:50 am and up to now we are still in blackout yet there was no scheduled power interruption in our area today. What's going on? Some of us work at home",22-Jan
Esther Kung'u (Njonde),@EstherKungu,,1,,2,188,https://x.com/EstherKungu/status/1749401940541202888,https://x.com/EstherKungu,@KenyaPower_Care we do not have power in Zambezi. Meter no. 14235314474 (also not on the power interruption list today). Kindly assist.,22-Jan
Ndung'u wa Charlie Hsc,@Wanjikuson,,,,,39,https://x.com/Wanjikuson/status/1749395253331648652,https://x.com/Wanjikuson,"@KenyaPower_Care please we need power back, it's almost a week since your guys disconnected our area transformer. Mpaka lini tutabeg for a smooth service without interruption? @WilliamsRuto @davis_chirchir @EPRA_Ke",22-Jan
Collins Mekubo,@MekuboCollins,,,1,1,50,https://x.com/MekuboCollins/status/1749319083965702404,https://x.com/MekuboCollins,@KenyaPower_Care this is very annoying every Sunday from 7 pm to Monday midday we loose power without and an interruption notice and even worse you acknowledge there isn’t any scheduled interruption but for the past three weeks its become a norm like clockwork can someone..,22-Jan
Ewaso,@SolomonMari,,,,1,149,https://x.com/SolomonMari/status/1749042669001576919,https://x.com/SolomonMari,"I don't have power and my area was not covered in your power interruption schedule, meter No. 14104352274 kindly restore power.",21-Jan
Prof. Jane Ambuko,@ambuko,,,1,1,80,https://x.com/ambuko/status/1748990885121998887,https://x.com/ambuko,@KenyaPower_Care low voltage in several estates around Loresho Ridge since morning. Is that part of ‘power interruption’ ?,21-Jan
lawi,@Lawi_Ka,,,,,89,https://x.com/Lawi_Ka/status/1748970331673378864,https://x.com/Lawi_Ka,"@KenyaPower_Care no power in Ruaka as usual. Ruaka wasn't on the list of areas to have power interruption today, so where is the power.",21-Jan
Kama Mbili,@fundipm,,,1,,97,https://x.com/fundipm/status/1748554977469972863,https://x.com/fundipm,"Taveta Town plunged into darkness yesterday at 04:00pm and until now, there's no power. No notice of this interruption either. What is happening and when will power be restored? We are incurring a lot of losses!",20-Jan
Nguli,@martin_nguli,,,,,21,https://x.com/martin_nguli/status/1748282666846138821,https://x.com/martin_nguli,No power in 37220985404. Yet we are not on the scheduled interruption,19-Jan
tracy,@treicywayne,,,,2,48,https://x.com/treicywayne/status/1748276767859540192,https://x.com/treicywayne,"@KenyaPower_Care  good afternoon, we are experiencing power interruption in riruta satellite kwa maji stage near Kenya redeemed church  mtr no 37163115118",19-Jan
Myra Paul,@myra27307,,,,,56,https://x.com/myra27307/status/1748084942976770064,https://x.com/myra27307,Hello repeated power interruption around kagumo high school for the past one week,18-Jan
Stacy Kigoro,@stacy_kigoro,,,,2,504,https://x.com/stacy_kigoro/status/1747890804075463160,https://x.com/stacy_kigoro,"No lights in utawala and it’s not in the scheduled power interruption list 
It’s really inconveniencing",18-Jan
davidmiano,@davidmiano46,,,1,,70,https://x.com/davidmiano46/status/1747879064805761455,https://x.com/davidmiano46,Is there interruption today in utawala,18-Jan
Kama Mbili,@fundipm,,,1,,97,https://x.com/fundipm/status/1748554977469972863,https://x.com/fundipm,"Taveta Town plunged into darkness yesterday at 04:00pm and until now, there's no power. No notice of this interruption either. What is happening and when will power be restored? We are incurring a lot of losses!",20-Jan
Nguli,@martin_nguli,,,,,21,https://x.com/martin_nguli/status/1748282666846138821,https://x.com/martin_nguli,No power in 37220985404. Yet we are not on the scheduled interruption,19-Jan
